whaleIDSp,whaleIDNumber,TL,LogTL,VGBm,LogVGBm,MW,LogMW,MR,LogMR,Species,Input,,MW,MR,VGB,Species
bw,216,22.05,1.343408594,12.9,1.11058971,85684.99404,4.932904771,1.33367,0.125048382,Blue Whale,1,,,,,
bw,217,20.8,1.318063335,11.65,1.066325925,66407.78006,4.822218962,1.25651,0.099165949,Blue Whale,1,,,,,
bw,218,21.6,1.334453751,12.4,1.093421685,78056.70292,4.892410203,1.30172,0.114517578,Blue Whale,1,,,,,
bw,219,21,1.322219295,11.8,1.071882007,68984.68617,4.838752693,1.26414,0.101795174,Blue Whale,1,,,,,
bw,220,21.55,1.333447274,12.35,1.091666958,77272.37118,4.888024239,1.29867,0.113498808,Blue Whale,1,,,,,
bw,221,21.85,1.339451441,12.65,1.102090526,82057.08299,4.914116074,1.31674,0.119500029,Blue Whale,1,,,,,
bw,222,20.63,1.314499228,11.43,1.05804623,63752.46396,4.804496974,1.23985,0.093369146,Blue Whale,1,,,,,
bw,223,22.4,1.350248018,13.2,1.120573931,91328.30127,4.96060538,1.34854,0.129863833,Blue Whale,1,,,,,
bw,224,20.85,1.319106059,11.6,1.064457989,66543.95084,4.823108582,1.24902,0.096569393,Blue Whale,1,,,,,
bw,225,21.4,1.330413773,12.1,1.08278537,74336.2073,4.871200399,1.27886,0.106823004,Blue Whale,1,,,,,
bw,226,21.2,1.326335861,11.9,1.075546961,71327.52542,4.853257157,1.26627,0.102526318,Blue Whale,1,,,,,
bw,227,22.4,1.350248018,13.1,1.117271296,90636.42031,4.957302745,1.33832,0.126559968,Blue Whale,1,,,,,
bw,228,20.07,1.302547372,10.77,1.032215703,55822.46821,4.746809035,1.19035,0.075674676,Blue Whale,1,,,,,
bw,229,23.25,1.366422957,13.95,1.144574208,106212.2229,5.026174498,1.38456,0.141311781,Blue Whale,1,,,,,
bw,230,22.35,1.349277527,13.05,1.115610512,89770.41253,4.953133221,1.33548,0.125637388,Blue Whale,1,,,,,
bw,231,23.55,1.371990911,14.25,1.153814864,112104.0169,5.049621174,1.4,0.146128036,Blue Whale,1,,,,,
bw,232,23.9,1.378397901,14.6,1.164352856,119245.6878,5.076442683,1.41746,0.151510812,Blue Whale,1,,,,,
bw,233,22,1.342422681,12.7,1.103803721,83860.58605,4.923557893,1.31522,0.118998404,Blue Whale,1,,,,,
bw,234,21.45,1.331427297,12.1,1.08278537,74792.14001,4.87385596,1.2767,0.106088858,Blue Whale,1,,,,,
bw,235,21.7,1.336459734,12.3,1.089905111,78366.80233,4.894132126,1.28684,0.109524552,Blue Whale,1,,,,,
bw,236,24.9,1.396199347,15.5,1.190331698,140385.4613,5.147322133,1.45488,0.162827174,Blue Whale,1,,,,,
bw,237,21.7,1.336459734,12.3,1.089905111,78366.80233,4.894132126,1.28684,0.109524552,Blue Whale,1,,,,,
bw,238,21.9,1.340444115,12.5,1.096910013,81567.93648,4.911519476,1.29892,0.113582404,Blue Whale,1,,,,,
bw,239,21.15,1.325310372,11.75,1.070037867,69992.40958,4.845050945,1.25242,0.097749994,Blue Whale,1,,,,,
bw,240,25.4,1.404833717,16,1.204119983,152305.2335,5.182714827,1.47683,0.169330506,Blue Whale,1,,,,,
bw,241,22.75,1.356981401,13.35,1.125481266,96133.00444,4.982872516,1.34772,0.129599673,Blue Whale,1,,,,,
bw,242,22.95,1.36078269,13.55,1.131939295,99792.02025,4.999095815,1.35864,0.133104397,Blue Whale,1,,,,,
bw,243,24,1.380211242,14.55,1.162862993,120101.7672,5.079549398,1.40783,0.148550216,Blue Whale,1,,,,,
bw,244,22.6,1.354108439,13.15,1.118925753,93093.59968,4.968919824,1.33432,0.125259996,Blue Whale,1,,,,,
bw,245,23.8,1.376576957,14.34,1.156549151,115882.4848,5.064017799,1.39695,0.145180862,Blue Whale,1,,,,,
bw,246,20.15,1.30427505,10.65,1.027349608,55791.3444,4.746566827,1.17395,0.0696496,Blue Whale,1,,,,,
bw,247,21.8,1.338456494,12.3,1.089905111,79312.01442,4.899338981,1.28248,0.108050601,Blue Whale,1,,,,,
bw,248,22.15,1.345373731,12.65,1.102090526,85016.78164,4.92950466,1.30338,0.115071053,Blue Whale,1,,,,,
bw,249,21.85,1.339451441,12.35,1.091666958,80111.0652,4.903692506,1.28551,0.109075459,Blue Whale,1,,,,,
bw,250,20.6,1.31386722,11.1,1.045322979,61673.2215,4.790096634,1.20527,0.081084347,Blue Whale,1,,,,,
bw,251,22.7,1.356025857,13.2,1.120573931,94516.25263,4.975506494,1.33485,0.125432466,Blue Whale,1,,,,,
bw,252,20.9,1.320146286,11.4,1.056904851,65811.86537,4.818304201,1.22541,0.08828142,Blue Whale,1,,,,,
bw,253,22,1.342422681,12.5,1.096910013,82539.94689,4.916664185,1.29451,0.11210541,Blue Whale,1,,,,,
bw,254,21.85,1.339451441,12.35,1.091666958,80111.0652,4.903692506,1.28551,0.109075459,Blue Whale,1,,,,,
bw,255,23.3,1.367355921,13.8,1.139879086,105648.5019,5.023863343,1.36735,0.135879695,Blue Whale,1,,,,,
bw,256,24,1.380211242,14.47,1.160468531,119441.4139,5.077154936,1.40009,0.146155954,Blue Whale,1,,,,,
bw,257,22.58,1.353723938,13.03,1.114944416,92033.80716,4.963947388,1.32305,0.121576257,Blue Whale,1,,,,,
bw,258,21.25,1.327358934,11.7,1.068185862,70564.25476,4.848584759,1.24288,0.0944292,Blue Whale,1,,,,,
bw,259,24.7,1.392696953,15.15,1.180412633,134464.5291,5.128607735,1.43163,0.155830791,Blue Whale,1,,,,,
bw,260,24.2,1.383815366,14.6,1.164352856,123072.1124,5.090159655,1.40314,0.147101005,Blue Whale,1,,,,,
bw,261,22.2,1.346352974,12.6,1.100370545,85177.11991,4.930322951,1.29603,0.112615055,Blue Whale,1,,,,,
bw,262,20.95,1.321184027,11.35,1.054995862,65937.9169,4.819135223,1.21798,0.085640157,Blue Whale,1,,,,,
bw,263,23.1,1.36361198,13.5,1.130333768,101097.9598,5.004742391,1.34674,0.129283759,Blue Whale,1,,,,,
bw,264,21.7,1.336459734,12.08,1.082066934,76965.11971,4.886293949,1.26383,0.10168866,Blue Whale,1,,,,,
bw,265,21.65,1.335457901,12,1.079181246,75996.39527,4.880792993,1.25759,0.099539075,Blue Whale,1,,,,,
bw,266,23.05,1.36267093,13.4,1.127104798,99793.62982,4.99910282,1.33904,0.126793551,Blue Whale,1,,,,,
bw,267,22.1,1.344392274,12.45,1.095169351,83183.60115,4.920037718,1.28496,0.108889609,Blue Whale,1,,,,,
bw,268,22.9,1.359835482,13.25,1.122215878,97037.90705,4.986941421,1.33082,0.124119319,Blue Whale,1,,,,,
bw,269,23,1.361727836,13.35,1.125481266,98869.40753,4.995061932,1.33631,0.125907218,Blue Whale,1,,,,,
bw,270,23.8,1.376576957,14.1,1.149219113,113943.0291,5.056687761,1.37357,0.137850797,Blue Whale,1,,,,,
bw,271,23.3,1.367355921,13.6,1.133538908,104117.3642,5.017523165,1.34753,0.129538443,Blue Whale,1,,,,,
bw,272,21.7,1.336459734,12,1.079181246,76455.41697,4.883408261,1.25546,0.09880288,Blue Whale,1,,,,,
bw,273,24.47,1.388633969,14.75,1.16879202,127867.6037,5.106760526,1.40469,0.147580491,Blue Whale,1,,,,,
bw,274,24.8,1.394451681,15.05,1.1775365,134939.9245,5.130140463,1.4174,0.151492428,Blue Whale,1,,,,,
bw,275,22.55,1.353146546,12.8,1.10720997,90099.86735,4.954724152,1.30102,0.114283973,Blue Whale,1,,,,,
bw,276,23.1,1.36361198,13.35,1.125481266,99974.64935,4.99988989,1.33178,0.124432489,Blue Whale,1,,,,,
bw,277,25.3,1.403120521,15.55,1.191730393,146570.7641,5.166047352,1.44011,0.158395666,Blue Whale,1,,,,,
bw,278,22.1,1.344392274,12.3,1.089905111,82181.38908,4.914773478,1.26948,0.103625863,Blue Whale,1,,,,,
bw,279,22.6,1.354108439,12.8,1.10720997,90615.8233,4.957204041,1.29881,0.113545624,Blue Whale,1,,,,,
bw,280,21.55,1.333447274,11.75,1.070037867,73518.24788,4.866395148,1.23557,0.091867355,Blue Whale,1,,,,,
bw,281,20.9,1.320146286,11.1,1.045322979,64079.97426,4.806722329,1.19317,0.076702325,Blue Whale,1,,,,,
bw,282,24.45,1.388278863,14.65,1.165837625,126739.2442,5.102911113,1.39611,0.144919638,Blue Whale,1,,,,,
bw,283,25.1,1.399673721,15.3,1.184691431,141380.1891,5.150388558,1.42649,0.154268732,Blue Whale,1,,,,,
bw,284,24.7,1.392696953,14.9,1.173186268,132245.6423,5.12138137,1.40801,0.148605739,Blue Whale,1,,,,,
bw,285,24,1.380211242,14.2,1.152288344,117212.7212,5.068974749,1.37397,0.13797725,Blue Whale,1,,,,,
bw,286,25.8,1.411619706,16,1.204119983,158349.8633,5.199617693,1.45722,0.163525123,Blue Whale,1,,,,,
bw,287,23.7,1.374748346,13.9,1.1430148,111131.5577,5.045837402,1.35868,0.133117183,Blue Whale,1,,,,,
bw,288,23.5,1.371067862,13.7,1.136720567,107195.2113,5.030175385,1.34825,0.129770429,Blue Whale,1,,,,,
bw,289,24.2,1.383815366,14.39,1.158060794,121301.897,5.083867593,1.38296,0.140809619,Blue Whale,1,,,,,
bw,290,25.4,1.404833717,15.55,1.191730393,148021.6485,5.170325237,1.43529,0.156939659,Blue Whale,1,,,,,
bw,291,23.9,1.378397901,14.03,1.147057671,114590.2054,5.059147498,1.36212,0.13421537,Blue Whale,1,,,,,
bw,292,23,1.361727836,13.13,1.118264726,97240.09885,4.987845392,1.31429,0.118691204,Blue Whale,1,,,,,
bw,293,23.95,1.379305518,14.06,1.147985321,115445.3635,5.062376496,1.36273,0.134409817,Blue Whale,1,,,,,
bw,294,21.95,1.341434525,12.05,1.080987047,79099.31131,4.898172702,1.25003,0.096920436,Blue Whale,1,,,,,
bw,295,23.4,1.369215857,13.5,1.130333768,104487.9705,5.019066294,1.33309,0.124859471,Blue Whale,1,,,,,
bw,296,23.4,1.369215857,13.5,1.130333768,104487.9705,5.019066294,1.33309,0.124859471,Blue Whale,1,,,,,
bw,297,21.9,1.340444115,12,1.079181246,78305.21901,4.893790709,1.24696,0.095852522,Blue Whale,1,,,,,
bw,298,24.5,1.389166084,14.6,1.164352856,126958.6081,5.103662152,1.38899,0.142699119,Blue Whale,1,,,,,
bw,299,22.3,1.348304863,12.4,1.093421685,84806.34318,4.928428337,1.27113,0.104189969,Blue Whale,1,,,,,
bw,300,22.35,1.349277527,12.45,1.095169351,85643.03709,4.93269206,1.27408,0.105196698,Blue Whale,1,,,,,
bw,301,22,1.342422681,12.07,1.08170727,79700.5727,4.901461442,1.24998,0.096903064,Blue Whale,1,,,,,
bw,302,21.97,1.341830057,12.02,1.079904468,79089.43039,4.898118448,1.24607,0.09554244,Blue Whale,1,,,,,
bw,303,22,1.342422681,12.05,1.080987047,79568.50882,4.900741219,1.24791,0.096183265,Blue Whale,1,,,,,
bw,304,24.44,1.388101202,14.49,1.161068385,125225.8587,5.097694018,1.38132,0.1402943,Blue Whale,1,,,,,
bw,305,23.2,1.365487985,13.2,1.120573931,99950.19645,4.999783652,1.31235,0.118049676,Blue Whale,1,,,,,
bw,306,22.8,1.357934847,12.8,1.10720997,92694.27631,4.967052918,1.29,0.11058971,Blue Whale,1,,,,,
bw,307,23.9,1.378397901,13.9,1.1430148,113528.4287,5.055104627,1.3495,0.130172889,Blue Whale,1,,,,,
bw,308,24.45,1.388278863,14.45,1.159867847,125009.0155,5.096941335,1.37705,0.13894971,Blue Whale,1,,,,,
bw,309,24.4,1.387389826,14.4,1.158362492,123935.1137,5.09319437,1.3746,0.13817634,Blue Whale,1,,,,,
bw,310,21.75,1.337459261,11.75,1.070037867,75313.3974,4.876872239,1.22722,0.088922424,Blue Whale,1,,,,,
bw,311,23.64,1.373647472,13.64,1.13481437,108352.0904,5.034837294,1.33598,0.125799957,Blue Whale,1,,,,,
bw,312,22.9,1.359835482,12.9,1.11058971,94474.64157,4.975315253,1.29567,0.112494403,Blue Whale,1,,,,,
bw,313,24.2,1.383815366,14.2,1.152288344,119700.2735,5.078095143,1.3647,0.135037192,Blue Whale,1,,,,,
bw,314,24.7,1.392696953,14.7,1.167317335,130470.5332,5.115512437,1.38911,0.142736638,Blue Whale,1,,,,,
bw,315,22.65,1.355068206,12.65,1.102090526,90065.27438,4.954557376,1.28141,0.107688109,Blue Whale,1,,,,,
bw,316,22.4,1.350248018,12.4,1.093421685,85793.25272,4.933453134,1.26681,0.102711483,Blue Whale,1,,,,,
bw,317,23.9,1.378397901,13.9,1.1430148,113528.4287,5.055104627,1.3495,0.130172889,Blue Whale,1,,,,,
bw,318,23.85,1.377488383,13.8,1.139879086,112114.4044,5.049661414,1.34206,0.127771932,Blue Whale,1,,,,,
bw,319,23.18,1.365113432,13.1,1.117271296,98974.41252,4.995522933,1.30329,0.115041063,Blue Whale,1,,,,,
bw,320,24.8,1.394451681,14.7,1.167317335,131801.7868,5.119921298,1.38444,0.141274139,Blue Whale,1,,,,,
bw,321,23,1.361727836,12.9,1.11058971,95536.73074,4.980170376,1.29127,0.111017061,Blue Whale,1,,,,,
bw,322,23.1,1.36361198,13,1.113943352,97353.59099,4.988351976,1.29686,0.112893095,Blue Whale,1,,,,,
bw,323,24.35,1.386498966,14.25,1.153814864,122011.088,5.0863993,1.36258,0.13436201,Blue Whale,1,,,,,
bw,324,24.4,1.387389826,14.3,1.155336037,123074.4531,5.090167915,1.36505,0.135148559,Blue Whale,1,,,,,
bw,325,25.7,1.409933123,15.6,1.193124598,152907.0399,5.184427481,1.42554,0.153979408,Blue Whale,1,,,,,
bw,326,24.9,1.396199347,14.8,1.170261715,134045.4726,5.12725215,1.38918,0.142758522,Blue Whale,1,,,,,
bw,327,24.45,1.388278863,14.35,1.156851901,124143.9013,5.093925389,1.36752,0.135933687,Blue Whale,1,,,,,
bw,328,24.45,1.388278863,14.35,1.156851901,124143.9013,5.093925389,1.36752,0.135933687,Blue Whale,1,,,,,
bw,329,23.7,1.374748346,13.6,1.133538908,108733.0348,5.03636151,1.32936,0.123642607,Blue Whale,1,,,,,
bw,330,25.3,1.403120521,15.17,1.180985581,142988.9707,5.15530254,1.40491,0.147648504,Blue Whale,1,,,,,
bw,331,24.5,1.389166084,14.35,1.156851901,124784.6593,5.096161198,1.36521,0.135199461,Blue Whale,1,,,,,
bw,332,23.85,1.377488383,13.7,1.136720567,111301.9812,5.046502895,1.33234,0.124615067,Blue Whale,1,,,,,
bw,333,24.9,1.396199347,14.75,1.16879202,133592.6163,5.125782455,1.38448,0.141286686,Blue Whale,1,,,,,
bw,334,24.1,1.382017043,13.91,1.14332713,116034.1361,5.064585773,1.34136,0.127545351,Blue Whale,1,,,,,
bw,335,25.5,1.40654018,15.31,1.184975191,147172.5596,5.167826843,1.40842,0.148732184,Blue Whale,1,,,,,
bw,336,22.45,1.351216345,12.25,1.088136089,85245.01693,4.930669001,1.24936,0.096687597,Blue Whale,1,,,,,
bw,337,24.4,1.387389826,14.2,1.152288344,122213.7926,5.087120222,1.35551,0.132102726,Blue Whale,1,,,,,
bw,338,22.1,1.344392274,11.9,1.075546961,79508.82359,4.900415328,1.22819,0.089265557,Blue Whale,1,,,,,
bw,339,22.55,1.353146546,12.35,1.091666958,86932.29389,4.93918114,1.25528,0.098740609,Blue Whale,1,,,,,
bw,340,22.7,1.356025857,12.5,1.096910013,89504.02715,4.951842576,1.26406,0.101767689,Blue Whale,1,,,,,
bw,341,25.2,1.401400541,15,1.176091259,139993.8806,5.146109052,1.39383,0.144209808,Blue Whale,1,,,,,
bw,342,23.3,1.367355921,13.1,1.117271296,100289.5201,5.001255553,1.29799,0.113271347,Blue Whale,1,,,,,
bw,343,25,1.397940009,14.8,1.170261715,135399.3144,5.131616465,1.38451,0.141296097,Blue Whale,1,,,,,
bw,344,24.7,1.392696953,14.5,1.161368002,128695.4238,5.109563104,1.37021,0.136787133,Blue Whale,1,,,,,
bw,345,25.7,1.409933123,15.5,1.190331698,151926.8666,5.181634581,1.4164,0.151185918,Blue Whale,1,,,,,
bw,346,23.9,1.378397901,13.7,1.136720567,111894.9261,5.048810394,1.33008,0.123877763,Blue Whale,1,,,,,
bw,347,23.4,1.369215857,13.2,1.120573931,102166.0156,5.009306457,1.30346,0.115097708,Blue Whale,1,,,,,
bw,348,24.3,1.385606274,14.05,1.147676324,119676.1068,5.078007453,1.34573,0.128957934,Blue Whale,1,,,,,
bw,349,24.9,1.396199347,14.65,1.165837625,132686.9039,5.12282806,1.3751,0.138334282,Blue Whale,1,,,,,
bw,350,23.25,1.366422957,13,1.113943352,98979.13225,4.995543642,1.29027,0.1106806,Blue Whale,1,,,,,
bw,351,24.65,1.391816924,14.36,1.15715444,126805.0785,5.103136647,1.35927,0.133305732,Blue Whale,1,,,,,
bw,352,24.13,1.382557322,13.83,1.14082218,115730.4885,5.063447786,1.33229,0.124598768,Blue Whale,1,,,,,
bw,353,25,1.397940009,14.7,1.167317335,134484.4544,5.128672085,1.37516,0.138353231,Blue Whale,1,,,,,
bw,354,23.8,1.376576957,13.5,1.130333768,109094.3894,5.037802416,1.31512,0.118965382,Blue Whale,1,,,,,
bw,355,24.1,1.382017043,13.8,1.139879086,115116.5404,5.061137729,1.33075,0.124096475,Blue Whale,1,,,,,
bw,356,25.9,1.413299764,15.6,1.193124598,155882.3244,5.192796873,1.41607,0.151084722,Blue Whale,1,,,,,
bw,357,25.5,1.40654018,15.2,1.181843588,146115.1473,5.16469524,1.3983,0.145600358,Blue Whale,1,,,,,
bw,358,23.7,1.374748346,13.4,1.127104798,107134.0196,5.0299274,1.30981,0.117208302,Blue Whale,1,,,,,
bw,359,25.25,1.402261382,14.9,1.173186268,139751.4481,5.145356317,1.38222,0.140577173,Blue Whale,1,,,,,
bw,360,24.8,1.394451681,14.45,1.159867847,129560.2597,5.11247181,1.3609,0.133826214,Blue Whale,1,,,,,
bw,361,24.2,1.383815366,13.85,1.141449773,116749.9146,5.067256572,1.33106,0.124197633,Blue Whale,1,,,,,
bw,362,25.2,1.401400541,14.85,1.171726454,138593.9419,5.141744247,1.3799,0.139847615,Blue Whale,1,,,,,
bw,363,24.85,1.395326393,14.48,1.160768562,130487.3901,5.115568545,1.36143,0.133995316,Blue Whale,1,,,,,
bw,364,26,1.414973348,15.62,1.19368103,157582.4346,5.197507806,1.41317,0.150194409,Blue Whale,1,,,,,
bw,365,25.5,1.40654018,15.1,1.178976947,145153.8633,5.161828599,1.3891,0.142733511,Blue Whale,1,,,,,
bw,366,24.7,1.392696953,14.3,1.155336037,126920.3144,5.103531139,1.35131,0.130754991,Blue Whale,1,,,,,
bw,367,25.5,1.40654018,15.1,1.178976947,145153.8633,5.161828599,1.3891,0.142733511,Blue Whale,1,,,,,
bw,368,24.4,1.387389826,14,1.146128036,120492.4718,5.080959914,1.33642,0.125942966,Blue Whale,1,,,,,
bw,369,24.7,1.392696953,14.3,1.155336037,126920.3144,5.103531139,1.35131,0.130754991,Blue Whale,1,,,,,
bw,370,25,1.397940009,14.6,1.164352856,133569.5941,5.125707606,1.3658,0.135387108,Blue Whale,1,,,,,
bw,371,23.75,1.375663614,13.35,1.125481266,107307.485,5.030630016,1.30271,0.114847747,Blue Whale,1,,,,,
bw,372,25.6,1.408239965,15.2,1.181843588,147547.2726,5.168931186,1.39363,0.144147487,Blue Whale,1,,,,,
bw,373,24.75,1.393575203,14.35,1.156851901,128013.0502,5.107254246,1.35375,0.13153847,Blue Whale,1,,,,,
bw,374,26.05,1.415807728,15.65,1.194514342,158639.344,5.200410905,1.41353,0.15030503,Blue Whale,1,,,,,
bw,375,25,1.397940009,14.6,1.164352856,133569.5941,5.125707606,1.3658,0.135387108,Blue Whale,1,,,,,
bw,376,24.3,1.385606274,13.9,1.1430148,118398.4259,5.073345929,1.33136,0.124295505,Blue Whale,1,,,,,
bw,377,25.7,1.409933123,15.28,1.184123354,149770.4853,5.175426237,1.3963,0.144978738,Blue Whale,1,,,,,
bw,378,24.1,1.382017043,13.65,1.135132651,113865.2736,5.056391294,1.31629,0.119351582,Blue Whale,1,,,,,
bw,379,24.95,1.39707055,14.5,1.161368002,131990.7056,5.120543351,1.35873,0.133133164,Blue Whale,1,,,,,
bw,380,23.7,1.374748346,13.25,1.122215878,105934.7582,5.02503848,1.29515,0.11232007,Blue Whale,1,,,,,
bw,381,26,1.414973348,15.55,1.191730393,156876.2391,5.195557169,1.40684,0.148244708,Blue Whale,1,,,,,
bw,382,25.45,1.405687787,14.97,1.1752218,143201.5339,5.15594767,1.37945,0.139705964,Blue Whale,1,,,,,
bw,383,24.2,1.383815366,13.7,1.136720567,115485.4752,5.062527366,1.31665,0.119470343,Blue Whale,1,,,,,
bw,384,24.84,1.395151592,14.34,1.156549151,129095.2841,5.110910378,1.34872,0.129921798,Blue Whale,1,,,,,
bw,385,24.25,1.384711743,13.75,1.138302698,116513.0642,5.066374624,1.31922,0.120317227,Blue Whale,1,,,,,
bw,386,25.1,1.399673721,14.6,1.164352856,134911.8144,5.130049983,1.36122,0.133928321,Blue Whale,1,,,,,
bw,387,26.2,1.418301291,15.7,1.195899652,161426.9359,5.207976003,1.411,0.149527014,Blue Whale,1,,,,,
bw,388,24.5,1.389166084,14,1.146128036,121741.1311,5.085437332,1.33191,0.12447488,Blue Whale,1,,,,,
bw,389,26,1.414973348,15.5,1.190331698,156371.8139,5.194158474,1.40232,0.146847128,Blue Whale,1,,,,,
bw,390,24.4,1.387389826,13.9,1.1430148,119631.8111,5.077846678,1.32687,0.122828375,Blue Whale,1,,,,,
bw,391,25.4,1.404833717,14.9,1.173186268,141834.2484,5.151781112,1.37529,0.138394285,Blue Whale,1,,,,,
bw,392,23,1.361727836,12.5,1.096910013,92574.35155,4.966490679,1.25123,0.097337149,Blue Whale,1,,,,,
bw,393,25.5,1.40654018,15,1.176091259,144192.5795,5.158942911,1.3799,0.139847615,Blue Whale,1,,,,,
bw,394,24.5,1.389166084,13.98,1.145507171,121567.215,5.084816467,1.33001,0.123854906,Blue Whale,1,,,,,
bw,395,25.1,1.399673721,14.55,1.162862993,134449.7875,5.12856012,1.35656,0.132439007,Blue Whale,1,,,,,
bw,396,23.95,1.379305518,13.39,1.126780577,109944.0552,5.041171752,1.29779,0.113204423,Blue Whale,1,,,,,
bw,397,26.7,1.426511261,16.1,1.206825876,173455.5504,5.239188201,1.42321,0.153268987,Blue Whale,1,,,,,
bw,398,24.4,1.387389826,13.8,1.139879086,118771.1506,5.074710964,1.31732,0.119691285,Blue Whale,1,,,,,
bw,399,24.7,1.392696953,14.1,1.149219113,125145.2054,5.097414215,1.33241,0.124637883,Blue Whale,1,,,,,
bw,400,26.1,1.416640507,15.5,1.190331698,157867.6347,5.198293102,1.39766,0.145401536,Blue Whale,1,,,,,
bw,401,24.55,1.390051496,13.95,1.144574208,121930.8327,5.08611354,1.32492,0.122189656,Blue Whale,1,,,,,
bw,402,24.15,1.382917135,13.55,1.131939295,113625.2912,5.055475009,1.30444,0.115424108,Blue Whale,1,,,,,
bw,403,26.3,1.419955748,15.7,1.195899652,162956.4127,5.212071456,1.40633,0.148087241,Blue Whale,1,,,,,
bw,404,25,1.397940009,14.4,1.158362492,131739.8736,5.119717242,1.34709,0.129396612,Blue Whale,1,,,,,
bw,405,25.35,1.403977964,14.75,1.16879202,139717.4237,5.145250569,1.36373,0.134728394,Blue Whale,1,,,,,
bw,406,26.5,1.423245874,15.9,1.201397124,168152.0194,5.225702087,1.41485,0.150710399,Blue Whale,1,,,,,
bw,407,25.35,1.403977964,14.75,1.16879202,139717.4237,5.145250569,1.36373,0.134728394,Blue Whale,1,,,,,
bw,408,26.37,1.42111013,15.72,1.196452542,164240.2752,5.215479664,1.40486,0.147633047,Blue Whale,1,,,,,
bw,409,24.2,1.383815366,13.55,1.131939295,114221.0357,5.057746094,1.30223,0.114687696,Blue Whale,1,,,,,
bw,410,26.2,1.418301291,15.5,1.190331698,159370.5419,5.202408049,1.39303,0.143960469,Blue Whale,1,,,,,
bw,411,25.45,1.405687787,14.75,1.16879202,141097.0357,5.14951789,1.35917,0.13327378,Blue Whale,1,,,,,
bw,412,25.75,1.410777233,15.05,1.1775365,148231.1032,5.170939341,1.37299,0.137667374,Blue Whale,1,,,,,
bw,413,26.15,1.417471693,15.45,1.188928484,158106.5312,5.198949811,1.39084,0.143277172,Blue Whale,1,,,,,
bw,414,26.1,1.416640507,15.4,1.187520721,156849.1339,5.195482125,1.38864,0.142589671,Blue Whale,1,,,,,
bw,415,24.6,1.390935107,13.9,1.1430148,122117.6465,5.086778426,1.31795,0.119898934,Blue Whale,1,,,,,
bw,416,25,1.397940009,14.25,1.153814864,130367.5832,5.115169614,1.33306,0.124849697,Blue Whale,1,,,,,
bw,417,25.65,1.409087369,14.9,1.173186268,145339.6393,5.162384078,1.36385,0.134766608,Blue Whale,1,,,,,
bw,418,23.1,1.36361198,12.35,1.091666958,92485.9116,4.966075582,1.23202,0.090617758,Blue Whale,1,,,,,
bw,419,26.2,1.418301291,15.4,1.187520721,158342.3449,5.199597072,1.38404,0.141148642,Blue Whale,1,,,,,
bw,420,26,1.414973348,15.2,1.181843588,153345.2628,5.185670364,1.37517,0.138356389,Blue Whale,1,,,,,
bw,421,25.1,1.399673721,14.3,1.155336037,132139.6537,5.121033164,1.33325,0.124911592,Blue Whale,1,,,,,
bw,422,24.3,1.385606274,13.5,1.130333768,114991.2769,5.060664897,1.29305,0.111615319,Blue Whale,1,,,,,
bw,423,25.65,1.409087369,14.85,1.171726454,144851.9227,5.160924264,1.35927,0.133305732,Blue Whale,1,,,,,
bw,424,25.75,1.410777233,14.95,1.174641193,147246.179,5.168044034,1.36387,0.134772977,Blue Whale,1,,,,,
bw,425,25.7,1.409933123,14.9,1.173186268,146045.8265,5.164489151,1.36157,0.134039974,Blue Whale,1,,,,,
bw,426,26.5,1.423245874,15.7,1.195899652,166036.8996,5.220204615,1.39705,0.14521195,Blue Whale,1,,,,,
bw,427,25,1.397940009,14.2,1.152288344,129910.153,5.113643094,1.32839,0.123325598,Blue Whale,1,,,,,
bw,428,26.45,1.422425676,15.65,1.194514342,164737.7675,5.216793176,1.39491,0.144546188,Blue Whale,1,,,,,
bw,429,24.45,1.388278863,13.65,1.135132651,118088.1011,5.072206139,1.30081,0.114213867,Blue Whale,1,,,,,
bw,430,25.28,1.40277707,14.45,1.159867847,135933.5577,5.133326684,1.33913,0.126822739,Blue Whale,1,,,,,
bw,431,25.8,1.411619706,14.95,1.174641193,147958.1535,5.170138903,1.36159,0.134046353,Blue Whale,1,,,,,
bw,432,25.47,1.406028945,14.62,1.164947373,140127.7612,5.146524183,1.34629,0.12913862,Blue Whale,1,,,,,
bw,433,25.4,1.404833717,14.5,1.161368002,138026.6176,5.139962846,1.33837,0.126576193,Blue Whale,1,,,,,
bw,434,25.95,1.414137362,15.05,1.1775365,151108.3701,5.179288521,1.36387,0.134772977,Blue Whale,1,,,,,
bw,435,22.7,1.356025857,11.8,1.071882007,84491.80158,4.92681457,1.19327,0.076738722,Blue Whale,1,,,,,
bw,436,24.8,1.394451681,13.9,1.1430148,124628.9003,5.095618763,1.3091,0.116972823,Blue Whale,1,,,,,
bw,437,25.3,1.403120521,14.4,1.158362492,135731.1257,5.132679451,1.3336,0.125025587,Blue Whale,1,,,,,
bw,438,25.4,1.404833717,14.5,1.161368002,138026.6176,5.139962846,1.33837,0.126576193,Blue Whale,1,,,,,
bw,439,24.75,1.393575203,13.85,1.141449773,123552.6651,5.091852118,1.30658,0.116136006,Blue Whale,1,,,,,
bw,440,26.2,1.418301291,15.3,1.184691431,157314.1479,5.196767782,1.37505,0.13831849,Blue Whale,1,,,,,
