whaleIDSp,whaleIDNumber,TL,LogTL,VGBm,LogVGBm,MW,LogMW,MR,LogMR,Species,Input,,MW,MR,VGB,Species
bw,441,25,1.397940009,14.1,1.149219113,128995.293,5.110573863,1.31903,0.120254673,Blue Whale,1,,,,,
bw,442,26.5,1.423245874,15.6,1.193124598,164979.3398,5.217429561,1.38815,0.142436397,Blue Whale,1,,,,,
bw,443,26.42,1.421932813,15.47,1.189490314,162386.9739,5.210551189,1.38023,0.139951463,Blue Whale,1,,,,,
bw,444,24.25,1.384711743,13.3,1.123851641,112699.9094,5.051923567,1.27605,0.105867692,Blue Whale,1,,,,,
bw,445,26.2,1.418301291,15.25,1.183269844,156800.0494,5.195346195,1.37056,0.136898053,Blue Whale,1,,,,,
bw,446,26.4,1.421603927,15.42,1.188084374,161559.4337,5.208332322,1.37668,0.138833003,Blue Whale,1,,,,,
bw,447,26.2,1.418301291,15.2,1.181843588,156285.9508,5.193919939,1.36607,0.135472954,Blue Whale,1,,,,,
bw,448,24.9,1.396199347,13.9,1.1430148,125894.0588,5.100005235,1.3047,0.115510662,Blue Whale,1,,,,,
bw,449,25.6,1.408239965,14.6,1.164352856,141723.0382,5.151440454,1.33862,0.126657309,Blue Whale,1,,,,,
bw,450,26.85,1.42894429,15.85,1.200029267,173135.3393,5.238385722,1.3942,0.144325078,Blue Whale,1,,,,,
bw,451,24.15,1.382917135,13.15,1.118925753,110271.0392,5.042461467,1.26593,0.102409692,Blue Whale,1,,,,,
bw,452,26,1.414973348,15,1.176091259,151327.5619,5.179918035,1.35708,0.13260545,Blue Whale,1,,,,,
bw,453,26.3,1.419955748,15.3,1.184691431,158804.6572,5.200863235,1.3705,0.13687904,Blue Whale,1,,,,,
bw,454,25.1,1.399673721,14.1,1.149219113,130291.5468,5.11491624,1.31461,0.118796932,Blue Whale,1,,,,,
bw,455,26.95,1.43055877,15.9,1.201397124,175277.7165,5.243726707,1.39401,0.144265889,Blue Whale,1,,,,,
bw,456,25.1,1.399673721,14,1.146128036,129367.4933,5.111825163,1.30528,0.115703684,Blue Whale,1,,,,,
bw,457,26.35,1.42078062,15.25,1.183269844,159031.1223,5.201482124,1.36376,0.134737948,Blue Whale,1,,,,,
bw,458,26.65,1.425697213,15.55,1.191730393,166757.5116,5.222085406,1.37686,0.138889783,Blue Whale,1,,,,,
bw,459,25.05,1.39880773,13.95,1.144574208,128263.4373,5.108102874,1.30281,0.114881083,Blue Whale,1,,,,,
bw,460,25.95,1.414137362,14.85,1.171726454,149100.2855,5.173478475,1.34575,0.128964388,Blue Whale,1,,,,,
bw,461,24.93,1.396722279,13.83,1.14082218,125638.9295,5.099124227,1.29682,0.1128797,Blue Whale,1,,,,,
bw,462,26.8,1.428134794,15.67,1.195068996,170385.2601,5.231432022,1.38064,0.140080452,Blue Whale,1,,,,,
bw,463,27,1.431363764,15.85,1.200029267,175524.8403,5.244338587,1.38734,0.142182908,Blue Whale,1,,,,,
bw,464,26.1,1.416640507,14.93,1.174059808,152062.1799,5.182021212,1.34626,0.129128942,Blue Whale,1,,,,,
bw,465,25.8,1.411619706,14.6,1.164352856,144494.2502,5.159850566,1.32972,0.123760201,Blue Whale,1,,,,,
bw,466,26.3,1.419955748,15.1,1.178976947,156728.7791,5.195148751,1.35259,0.131166172,Blue Whale,1,,,,,
bw,467,25.9,1.413299764,14.7,1.167317335,146889.1136,5.16698961,1.33437,0.125276269,Blue Whale,1,,,,,
bw,468,23.4,1.369215857,12.2,1.086359831,94426.16607,4.975092357,1.20471,0.080882515,Blue Whale,1,,,,,
bw,469,26.15,1.417471693,14.95,1.174641193,152989.815,5.184662519,1.34583,0.128990205,Blue Whale,1,,,,,
bw,470,26.1,1.416640507,14.85,1.171726454,151247.3792,5.179687858,1.33905,0.126796794,Blue Whale,1,,,,,
bw,471,24.55,1.390051496,13.3,1.123851641,116249.4677,5.065390973,1.26318,0.101465241,Blue Whale,1,,,,,
bw,472,25.25,1.402261382,13.95,1.144574208,130841.1211,5.116744257,1.29409,0.111964481,Blue Whale,1,,,,,
bw,473,26.45,1.422425676,15.15,1.180412633,159474.5801,5.202691467,1.35034,0.130443133,Blue Whale,1,,,,,
bw,474,26.15,1.417471693,14.85,1.171726454,151966.4717,5.18174778,1.33683,0.126076183,Blue Whale,1,,,,,
bw,475,26.3,1.419955748,14.92,1.173768823,154860.4891,5.189940627,1.33646,0.125955965,Blue Whale,1,,,,,
bw,476,26.2,1.418301291,14.8,1.170261715,152173.1625,5.182338066,1.33012,0.123890824,Blue Whale,1,,,,,
bw,477,26.7,1.426511261,15.3,1.184691431,164836.6412,5.217053757,1.35249,0.131134063,Blue Whale,1,,,,,
bw,478,26.1,1.416640507,14.7,1.167317335,149719.6279,5.175278739,1.32552,0.122386285,Blue Whale,1,,,,,
bw,479,26.7,1.426511261,15.25,1.183269844,164297.9594,5.215632169,1.34807,0.129712444,Blue Whale,1,,,,,
bw,480,25.9,1.413299764,14.45,1.159867847,144390.9993,5.159540122,1.31168,0.117827897,Blue Whale,1,,,,,
bw,481,26.9,1.42975228,15.4,1.187520721,168991.9515,5.227866021,1.35239,0.131101951,Blue Whale,1,,,,,
bw,482,28.2,1.450249108,16.7,1.222716471,205697.4083,5.31322882,1.40567,0.147883376,Blue Whale,1,,,,,
bw,483,26.3,1.419955748,14.7,1.167317335,152577.0236,5.183489139,1.31676,0.119506625,Blue Whale,1,,,,,
bw,484,26.9,1.42975228,15.3,1.184691431,167894.6012,5.225036731,1.34361,0.128273227,Blue Whale,1,,,,,
bw,485,26.9,1.42975228,15.2,1.181843588,166797.2508,5.222188888,1.33483,0.125425959,Blue Whale,1,,,,,
bw,486,27.7,1.442479769,16,1.204119983,188660.1043,5.27568007,1.36877,0.136330478,Blue Whale,1,,,,,
bw,487,27.2,1.434568904,15.2,1.181843588,171406.3271,5.234026849,1.32174,0.121146033,Blue Whale,1,,,,,
bw,488,27.75,1.443262987,15.75,1.197280558,186532.5661,5.270754665,1.34519,0.12878363,Blue Whale,1,,,,,
bw,489,26.6,1.424881637,14.5,1.161368002,154778.6425,5.189711033,1.28601,0.109244346,Blue Whale,1,,,,,
bp,490,24.15,1.382917135,14.06,1.147985321,118280.6196,5.072913591,1.58619,0.200355208,Fin Whale,2,,,,,
bp,491,21.7,1.336459734,12.4,1.093421685,80869.42711,4.907784367,1.43147,0.155782251,Fin Whale,2,,,,,
bp,492,22.4,1.350248018,14.2,1.152288344,99931.86289,4.999703983,1.629,0.211921084,Fin Whale,2,,,,,
bp,493,23.8,1.376576957,14.2,1.152288344,115413.8521,5.062257936,1.6075,0.206150982,Fin Whale,2,,,,,
bp,494,22.85,1.358886204,14.13,1.150142162,104270.1971,5.018160194,1.61422,0.207962724,Fin Whale,2,,,,,
bp,495,23,1.361727836,14,1.146128036,104931.5965,5.020906281,1.59711,0.203334829,Fin Whale,2,,,,,
bp,496,23.1,1.36361198,14,1.146128036,106019.0762,5.025384016,1.59559,0.202921306,Fin Whale,2,,,,,
bp,497,22.6,1.354108439,13.9,1.1430148,99918.86253,4.999647481,1.59165,0.201847574,Fin Whale,2,,,,,
bp,498,23.95,1.379305518,13.85,1.141449773,114251.4752,5.057861816,1.56558,0.194675265,Fin Whale,2,,,,,
bp,499,24,1.380211242,13.8,1.139879086,114400.5287,5.058428032,1.55916,0.192890684,Fin Whale,2,,,,,
bp,500,23,1.361727836,13.8,1.139879086,103432.5737,5.014657331,1.57429,0.197084737,Fin Whale,2,,,,,
bp,501,22.45,1.351216345,13.75,1.138302698,97281.84298,4.98803179,1.57665,0.197735295,Fin Whale,2,,,,,
bp,502,22.6,1.354108439,13.7,1.136720567,98481.18105,4.993353248,1.56875,0.195553739,Fin Whale,2,,,,,
bp,503,22.7,1.356025857,13.7,1.136720567,99523.42764,4.997925325,1.56729,0.195149363,Fin Whale,2,,,,,
bp,504,24,1.380211242,13.7,1.136720567,113571.5393,5.055269512,1.54786,0.189731677,Fin Whale,2,,,,,
bp,505,23.6,1.372912003,13.7,1.136720567,109150.3587,5.038025167,1.55392,0.191428656,Fin Whale,2,,,,,
bp,506,22.65,1.355068206,13.5,1.130333768,97556.33993,4.989255498,1.54513,0.188965025,Fin Whale,2,,,,,
bp,507,23,1.361727836,13.45,1.128722284,100809.2838,5.003500529,1.53436,0.185927268,Fin Whale,2,,,,,
bp,508,22.45,1.351216345,13.45,1.128722284,95159.33004,4.978451376,1.54225,0.188154779,Fin Whale,2,,,,,
bp,509,22.9,1.359835482,13.3,1.123851641,98657.23343,4.994128933,1.51868,0.181466274,Fin Whale,2,,,,,
bp,510,22.6,1.354108439,13.3,1.123851641,95605.8181,4.980484322,1.52294,0.182682794,Fin Whale,2,,,,,
bp,511,22.5,1.352182518,13.3,1.123851641,94599.32448,4.975888035,1.52435,0.183084695,Fin Whale,2,,,,,
bp,512,23.1,1.36361198,13.26,1.122543524,100415.2107,5.001799504,1.51125,0.179336314,Fin Whale,2,,,,,
bp,513,22.65,1.355068206,13.25,1.122215878,95749.74104,4.981137608,1.51651,0.180845278,Fin Whale,2,,,,,
bp,514,22.33,1.348888723,13.23,1.121559844,92411.55026,4.965726256,1.5187,0.181471993,Fin Whale,2,,,,,
bp,515,22.83,1.358505911,13.23,1.121559844,97425.47329,4.988672524,1.51168,0.179459867,Fin Whale,2,,,,,
bp,516,22.5,1.352182518,13.23,1.121559844,94101.4333,4.973596238,1.51633,0.180793727,Fin Whale,2,,,,,
bp,517,21.7,1.336459734,13.1,1.117271296,85434.63671,4.931633977,1.51228,0.179632209,Fin Whale,2,,,,,
bp,518,22.7,1.356025857,13.1,1.117271296,95164.73738,4.978476053,1.49865,0.175700218,Fin Whale,2,,,,,
bp,519,22.4,1.350248018,13.1,1.117271296,92190.66224,4.964686935,1.50281,0.176904076,Fin Whale,2,,,,,
bp,520,21.4,1.330413773,13,1.113943352,81987.16234,4.913745855,1.50464,0.177432603,Fin Whale,2,,,,,
bp,521,22.7,1.356025857,13,1.113943352,94438.289,4.97514811,1.48721,0.172372297,Fin Whale,2,,,,,
bp,522,22.4,1.350248018,13,1.113943352,91486.91673,4.961358991,1.49134,0.173576666,Fin Whale,2,,,,,
bp,523,22.6,1.354108439,12.9,1.11058971,92730.45515,4.967222391,1.47714,0.169421659,Fin Whale,2,,,,,
bp,524,21.9,1.340444115,12.9,1.11058971,86005.30231,4.934525227,1.48656,0.172182443,Fin Whale,2,,,,,
bp,525,21.85,1.339451441,12.85,1.108903128,85203.08412,4.930455315,1.48146,0.17068993,Fin Whale,2,,,,,
bp,526,21.25,1.327358934,12.85,1.108903128,79676.98793,4.901332908,1.48918,0.172947195,Fin Whale,2,,,,,
bp,527,22.55,1.353146546,12.8,1.10720997,91526.64637,4.96154755,1.46637,0.166243567,Fin Whale,2,,,,,
bp,528,22.47,1.351603072,12.77,1.106190897,90540.65791,4.956843646,1.46401,0.165544043,Fin Whale,2,,,,,
bp,529,21.75,1.337459261,12.77,1.106190897,83744.57904,4.922956704,1.47354,0.168361929,Fin Whale,2,,,,,
bp,530,23.1,1.36361198,12.75,1.105510185,96553.08724,4.984766165,1.45313,0.162304469,Fin Whale,2,,,,,
bp,531,22.5,1.352182518,12.75,1.105510185,90687.32234,4.957546579,1.46132,0.164745328,Fin Whale,2,,,,,
bp,532,22.05,1.343408594,12.75,1.105510185,86408.54077,4.936556671,1.46731,0.166521877,Fin Whale,2,,,,,
bp,533,21.5,1.33243846,12.7,1.103803721,81000.33347,4.908486807,1.46866,0.166921267,Fin Whale,2,,,,,
bp,534,22.74,1.35679046,12.68,1.103119254,92500.93447,4.96614612,1.45006,0.161385973,Fin Whale,2,,,,,
bp,535,21.77,1.337858429,12.67,1.102776615,83272.53995,4.920501812,1.46174,0.164870131,Fin Whale,2,,,,,
bp,536,21.7,1.336459734,12.66,1.102433706,82565.07639,4.916796387,1.46149,0.164795848,Fin Whale,2,,,,,
bp,537,22.55,1.353146546,12.65,1.102090526,90454.06848,4.956428106,1.44919,0.161125329,Fin Whale,2,,,,,
bp,538,22.55,1.353146546,12.65,1.102090526,90454.06848,4.956428106,1.44919,0.161125329,Fin Whale,2,,,,,
bp,539,22.45,1.351216345,12.65,1.102090526,89499.29554,4.951819617,1.45052,0.161523721,Fin Whale,2,,,,,
bp,540,22.3,1.348304863,12.65,1.102090526,88076.62794,4.944860679,1.45251,0.162119131,Fin Whale,2,,,,,
bp,541,21.3,1.328379603,12.65,1.102090526,78883.25909,4.896984845,1.46538,0.16595026,Fin Whale,2,,,,,
bp,542,21.85,1.339451441,12.64,1.101747074,83810.66018,4.923299262,1.45725,0.163534064,Fin Whale,2,,,,,
bp,543,21.33,1.328990855,12.63,1.101403351,79026.5535,4.897773042,1.46269,0.165152292,Fin Whale,2,,,,,
bp,544,22.55,1.353146546,12.6,1.100370545,90096.54252,4.954708125,1.44346,0.159404754,Fin Whale,2,,,,,
bp,545,22.35,1.349277527,12.6,1.100370545,88199.58654,4.945466549,1.44611,0.160201329,Fin Whale,2,,,,,
bp,546,22.3,1.348304863,12.6,1.100370545,87728.49897,4.943140699,1.44677,0.160399495,Fin Whale,2,,,,,
bp,547,22.2,1.346352974,12.6,1.100370545,86790.10555,4.938470217,1.44809,0.160795554,Fin Whale,2,,,,,
bp,548,21.9,1.340444115,12.6,1.100370545,84005.179,4.924306062,1.45199,0.161963625,Fin Whale,2,,,,,
bp,549,21.9,1.340444115,12.6,1.100370545,84005.179,4.924306062,1.45199,0.161963625,Fin Whale,2,,,,,
bp,550,22.08,1.343999069,12.58,1.099680641,85534.70404,4.932142357,1.44736,0.160576566,Fin Whale,2,,,,,
bp,551,22.35,1.349277527,12.57,1.099335278,87989.58752,4.944431282,1.44267,0.159167001,Fin Whale,2,,,,,
bp,552,22.8,1.357934847,12.55,1.098643726,92129.05232,4.964396604,1.43439,0.156667249,Fin Whale,2,,,,,
bp,553,22.45,1.351216345,12.55,1.098643726,88791.79123,4.948372817,1.43906,0.158078902,Fin Whale,2,,,,,
bp,554,21.8,1.338456494,12.55,1.098643726,82757.24457,4.917806022,1.44751,0.160621573,Fin Whale,2,,,,,
bp,555,21.25,1.327358934,12.55,1.098643726,77816.82479,4.891073506,1.45441,0.162686852,Fin Whale,2,,,,,
bp,556,22.3,1.348304863,12.5,1.096910013,87032.24104,4.939680167,1.43529,0.156939659,Fin Whale,2,,,,,
bp,557,22.2,1.346352974,12.5,1.096910013,86101.29519,4.935009684,1.4366,0.157335862,Fin Whale,2,,,,,
bp,558,21.9,1.340444115,12.5,1.096910013,83338.47123,4.920845529,1.44047,0.158504218,Fin Whale,2,,,,,
bp,559,21.4,1.330413773,12.5,1.096910013,78833.80994,4.896712516,1.44677,0.160399495,Fin Whale,2,,,,,
bp,560,22.3,1.348304863,12.46,1.095518042,86753.73787,4.938288196,1.4307,0.155548577,Fin Whale,2,,,,,
bp,561,21.55,1.333447274,12.45,1.095169351,79851.38907,4.902282475,1.43912,0.158097009,Fin Whale,2,,,,,
bp,562,21.25,1.327358934,12.45,1.095169351,77196.77041,4.887599132,1.44283,0.159215164,Fin Whale,2,,,,,
bp,563,20.4,1.309630167,12.4,1.093421685,69638.06006,4.842846664,1.447,0.160468531,Fin Whale,2,,,,,
bp,564,22.8,1.357934847,12.4,1.093421685,91027.90827,4.959174563,1.41724,0.151443401,Fin Whale,2,,,,,
bp,565,22.4,1.350248018,12.4,1.093421685,87264.44365,4.940837324,1.42251,0.153055328,Fin Whale,2,,,,,
bp,566,21.75,1.337459261,12.4,1.093421685,81318.15036,4.910187492,1.43084,0.155591073,Fin Whale,2,,,,,
bp,567,21.7,1.336459734,12.4,1.093421685,80869.42711,4.907784367,1.43147,0.155782251,Fin Whale,2,,,,,
bp,568,21.15,1.325310372,12.4,1.093421685,76015.34854,4.880901291,1.43824,0.157831363,Fin Whale,2,,,,,
bp,569,21.8,1.338456494,12.35,1.091666958,81438.40402,4.910829254,1.42445,0.15364721,Fin Whale,2,,,,,
bp,570,21.35,1.329397879,12.35,1.091666958,77449.53926,4.889018839,1.43002,0.155342111,Fin Whale,2,,,,,
bp,571,22.5,1.352182518,12.3,1.089905111,87486.59332,4.941941506,1.40974,0.149139023,Fin Whale,2,,,,,
bp,572,22.2,1.346352974,12.3,1.089905111,84723.67447,4.928004783,1.41361,0.150329609,Fin Whale,2,,,,,
bp,573,21.8,1.338456494,12.3,1.089905111,81108.69389,4.909067408,1.41868,0.151884446,Fin Whale,2,,,,,
bp,574,21.7,1.336459734,12.3,1.089905111,80217.25431,4.904267793,1.41993,0.152266935,Fin Whale,2,,,,,
bp,575,21.4,1.330413773,12.3,1.089905111,77572.46898,4.889707614,1.42362,0.153394081,Fin Whale,2,,,,,
bp,576,21.2,1.326335861,12.3,1.089905111,75833.88991,4.879863334,1.42604,0.154131708,Fin Whale,2,,,,,
bp,577,22.65,1.355068206,12.27,1.088844563,88667.8734,4.947766293,1.40435,0.147475359,Fin Whale,2,,,,,
bp,578,21.6,1.334453751,12.25,1.088136089,79008.2543,4.897672466,1.41539,0.150876123,Fin Whale,2,,,,,
bp,579,21.45,1.331427297,12.25,1.088136089,77693.07555,4.890382314,1.41723,0.151440337,Fin Whale,2,,,,,
bp,580,21.35,1.329397879,12.25,1.088136089,76822.41749,4.88548797,1.41844,0.15181097,Fin Whale,2,,,,,
bp,581,21.25,1.327358934,12.25,1.088136089,75956.66165,4.880565869,1.41965,0.152181287,Fin Whale,2,,,,,
bp,582,21.75,1.337459261,12.2,1.086359831,80006.56729,4.903125637,1.40776,0.148528621,Fin Whale,2,,,,,
bp,583,21.5,1.33243846,12.2,1.086359831,77811.34396,4.891042917,1.41083,0.149474686,Fin Whale,2,,,,,
bp,584,21.2,1.326335861,12.2,1.086359831,75217.35422,4.876318053,1.41445,0.1505876,Fin Whale,2,,,,,
bp,585,21.2,1.326335861,12.2,1.086359831,75217.35422,4.876318053,1.41445,0.1505876,Fin Whale,2,,,,,
bp,586,20.9,1.320146286,12.2,1.086359831,72667.30438,4.86133905,1.41798,0.151670105,Fin Whale,2,,,,,
bp,587,20.9,1.320146286,12.2,1.086359831,72667.30438,4.86133905,1.41798,0.151670105,Fin Whale,2,,,,,
bp,588,20.9,1.320146286,12.18,1.085647288,72548.17765,4.860626508,1.41566,0.150958961,Fin Whale,2,,,,,
bp,589,22.3,1.348304863,12.15,1.084576278,84595.33829,4.927346431,1.3951,0.144605339,Fin Whale,2,,,,,
bp,590,21.15,1.325310372,12.15,1.084576278,74482.78103,4.872055884,1.40925,0.148988043,Fin Whale,2,,,,,
bp,591,21.7,1.336459734,12.12,1.08350262,79043.34328,4.897865301,1.39915,0.145864277,Fin Whale,2,,,,,
bp,592,21.7,1.336459734,12.1,1.08278537,78912.90872,4.897148052,1.39684,0.145146663,Fin Whale,2,,,,,
bp,593,21.8,1.338456494,12.1,1.08278537,79789.85333,4.901947667,1.39561,0.144764073,Fin Whale,2,,,,,
bp,594,21.7,1.336459734,12.1,1.08278537,78912.90872,4.897148052,1.39684,0.145146663,Fin Whale,2,,,,,
bp,595,21.35,1.329397879,12.1,1.08278537,75881.73483,4.880137251,1.40107,0.146459834,Fin Whale,2,,,,,
bp,596,21.2,1.326335861,12.1,1.08278537,74600.81853,4.872743593,1.40286,0.147014332,Fin Whale,2,,,,,
bp,597,21.17,1.325720858,12.1,1.08278537,74345.94266,4.871257272,1.40321,0.147122671,Fin Whale,2,,,,,
bp,598,21.1,1.324282455,12.1,1.08278537,73752.92707,4.867779261,1.40403,0.147376387,Fin Whale,2,,,,,
bp,599,21,1.322219295,12.1,1.08278537,72909.87781,4.86278637,1.4052,0.147738141,Fin Whale,2,,,,,
bp,600,20.8,1.318063335,12.06,1.081347308,71002.80733,4.85127552,1.40285,0.147011236,Fin Whale,2,,,,,
bp,601,22.5,1.352182518,12.05,1.080987047,85708.41053,4.933023441,1.38109,0.140221981,Fin Whale,2,,,,,
bp,602,21.7,1.336459734,12.05,1.080987047,78586.82232,4.895349728,1.39107,0.143348985,Fin Whale,2,,,,,
bp,603,21.7,1.336459734,12.05,1.080987047,78586.82232,4.895349728,1.39107,0.143348985,Fin Whale,2,,,,,
bp,604,21.25,1.327358934,12.05,1.080987047,74716.55289,4.873416827,1.39647,0.14503161,Fin Whale,2,,,,,
bp,605,20.5,1.311753861,12.05,1.080987047,68483.10214,4.835583425,1.40505,0.147691779,Fin Whale,2,,,,,
bp,606,20.83,1.31868927,12.03,1.080265627,71074.24107,4.851712231,1.39902,0.145823923,Fin Whale,2,,,,,
bp,607,21.28,1.327971624,12.02,1.079904468,74784.88175,4.873813811,1.39264,0.143838865,Fin Whale,2,,,,,
bp,608,21.7,1.336459734,12,1.079181246,78260.73592,4.893543927,1.38529,0.141540699,Fin Whale,2,,,,,
bp,609,21.5,1.33243846,12,1.079181246,76535.74816,4.883864332,1.38771,0.142298718,Fin Whale,2,,,,,
bp,610,21.3,1.328379603,12,1.079181246,74829.9691,4.874075566,1.39009,0.143042919,Fin Whale,2,,,,,
bp,611,21.3,1.328379603,12,1.079181246,74829.9691,4.874075566,1.39009,0.143042919,Fin Whale,2,,,,,
bp,612,21.2,1.326335861,12,1.079181246,73984.28284,4.869139468,1.39126,0.143408299,Fin Whale,2,,,,,
bp,613,21.1,1.324282455,12,1.079181246,73143.39875,4.864175137,1.39243,0.143773372,Fin Whale,2,,,,,
bp,614,21,1.322219295,12,1.079181246,72307.31683,4.859182246,1.39359,0.144135021,Fin Whale,2,,,,,
bp,615,20.95,1.321184027,12,1.079181246,71891.07669,4.856674988,1.39416,0.144312618,Fin Whale,2,,,,,
bp,616,20.6,1.31386722,12,1.079181246,69011.01093,4.838918389,1.39812,0.145544448,Fin Whale,2,,,,,
bp,617,21.43,1.331022171,11.98,1.078456818,75809.9796,4.87972638,1.38623,0.141835293,Fin Whale,2,,,,,
bp,618,21.7,1.336459734,11.95,1.077367905,77934.64952,4.891730587,1.37952,0.139728001,Fin Whale,2,,,,,
bp,619,21.7,1.336459734,11.95,1.077367905,77934.64952,4.891730587,1.37952,0.139728001,Fin Whale,2,,,,,
bp,620,21.6,1.334453751,11.95,1.077367905,77073.35828,4.886904283,1.38073,0.140108761,Fin Whale,2,,,,,
bp,621,21.1,1.324282455,11.95,1.077367905,72838.63458,4.862361796,1.38663,0.141960592,Fin Whale,2,,,,,
bp,622,21.05,1.3232521,11.95,1.077367905,72421.73769,4.859868941,1.38721,0.142142211,Fin Whale,2,,,,,
bp,623,20.9,1.320146286,11.95,1.077367905,71178.22027,4.852347125,1.38892,0.142677232,Fin Whale,2,,,,,
bp,624,20.5,1.311753861,11.95,1.077367905,67914.77764,4.831964283,1.39339,0.144072689,Fin Whale,2,,,,,
bp,625,20.17,1.304705898,11.92,1.076276255,65116.15572,4.813688753,1.39344,0.144088273,Fin Whale,2,,,,,
bp,626,21.5,1.33243846,11.9,1.075546961,75897.95026,4.880230047,1.37614,0.138662619,Fin Whale,2,,,,,
bp,627,21.15,1.325310372,11.9,1.075546961,72950.21352,4.863026567,1.38025,0.139957756,Fin Whale,2,,,,,
bp,628,20.9,1.320146286,11.9,1.075546961,70880.40345,4.850526181,1.38311,0.140856721,Fin Whale,2,,,,,
bp,629,20.9,1.320146286,11.9,1.075546961,70880.40345,4.850526181,1.38311,0.140856721,Fin Whale,2,,,,,
bp,630,20.35,1.308564414,11.9,1.075546961,66431.58877,4.822374639,1.38919,0.142761648,Fin Whale,2,,,,,
bp,631,20.75,1.317018101,11.87,1.074450719,69477.20858,4.841842361,1.38131,0.140291156,Fin Whale,2,,,,,
bp,632,21.7,1.336459734,11.85,1.07371835,77282.47672,4.888081032,1.36798,0.136079748,Fin Whale,2,,,,,
bp,633,21.3,1.328379603,11.85,1.07371835,73894.59449,4.86861267,1.37271,0.137578797,Fin Whale,2,,,,,
bp,634,21.05,1.3232521,11.85,1.07371835,71815.69805,4.856219386,1.3756,0.138492167,Fin Whale,2,,,,,
bp,635,20.7,1.315970345,11.85,1.07371835,68955.03559,4.838565987,1.37954,0.139734297,Fin Whale,2,,,,,
bp,636,20.7,1.315970345,11.85,1.07371835,68955.03559,4.838565987,1.37954,0.139734297,Fin Whale,2,,,,,
bp,637,21.12,1.324693914,11.82,1.072617477,72211.52352,4.858606508,1.37131,0.137135643,Fin Whale,2,,,,,
bp,638,20.7,1.315970345,11.8,1.071882007,68664.08607,4.836729644,1.37372,0.137898221,Fin Whale,2,,,,,
bp,639,21.1,1.324282455,11.8,1.071882007,71924.3421,4.856875898,1.36922,0.136473234,Fin Whale,2,,,,,
bp,640,21.85,1.339451441,11.8,1.071882007,78240.96441,4.893434195,1.36041,0.133669816,Fin Whale,2,,,,,
bp,641,21.2,1.326335861,11.8,1.071882007,72751.21146,4.86184023,1.36807,0.136108319,Fin Whale,2,,,,,
bp,642,21,1.322219295,11.8,1.071882007,71102.19488,4.851883007,1.37036,0.136834673,Fin Whale,2,,,,,
bp,643,21,1.322219295,11.8,1.071882007,71102.19488,4.851883007,1.37036,0.136834673,Fin Whale,2,,,,,
bp,644,20.9,1.320146286,11.8,1.071882007,70284.76981,4.846861227,1.37149,0.137192645,Fin Whale,2,,,,,
bp,645,20.8,1.318063335,11.8,1.071882007,69472.06687,4.84181022,1.37261,0.137547159,Fin Whale,2,,,,,
bp,646,21.2,1.326335861,11.78,1.07114529,72627.90432,4.861103513,1.36576,0.135374389,Fin Whale,2,,,,,
bp,647,21.6,1.334453751,11.75,1.070037867,75783.4276,4.879574244,1.35762,0.132778227,Fin Whale,2,,,,,
bp,648,21.3,1.328379603,11.75,1.070037867,73271.01141,4.864932186,1.36113,0.133899606,Fin Whale,2,,,,,
bp,649,21.2,1.326335861,11.75,1.070037867,72442.94361,4.859996089,1.36228,0.134266381,Fin Whale,2,,,,,
bp,650,20.95,1.321184027,11.75,1.070037867,70393.34593,4.847531609,1.36512,0.135170829,Fin Whale,2,,,,,
bp,651,20.65,1.314920056,11.75,1.070037867,67972.62128,4.832334018,1.36845,0.136228934,Fin Whale,2,,,,,
bp,652,20.55,1.312811826,11.75,1.070037867,67175.11732,4.827208434,1.36953,0.13657155,Fin Whale,2,,,,,
bp,653,21.8,1.338456494,11.72,1.068927612,77284.05629,4.888089908,1.35178,0.130906017,Fin Whale,2,,,,,
bp,654,21,1.322219295,11.7,1.068185862,70499.63391,4.848186862,1.35875,0.133139557,Fin Whale,2,,,,,
bp,655,21,1.322219295,11.7,1.068185862,70499.63391,4.848186862,1.35875,0.133139557,Fin Whale,2,,,,,
bp,656,20.95,1.321184027,11.7,1.068185862,70093.79977,4.845679604,1.35931,0.133318512,Fin Whale,2,,,,,
bp,657,20.9,1.320146286,11.7,1.068185862,69689.13617,4.843165081,1.35987,0.133497393,Fin Whale,2,,,,,
bp,658,20.9,1.320146286,11.7,1.068185862,69689.13617,4.843165081,1.35987,0.133497393,Fin Whale,2,,,,,
bp,659,20.7,1.315970345,11.7,1.068185862,68082.18704,4.833033498,1.36208,0.134202616,Fin Whale,2,,,,,
bp,660,20.2,1.305351369,11.7,1.068185862,64146.75134,4.807174667,1.36741,0.135898752,Fin Whale,2,,,,,
bp,661,20.9,1.320146286,11.68,1.067442843,69570.00944,4.842422062,1.35754,0.132752635,Fin Whale,2,,,,,
bp,662,21.75,1.337459261,11.65,1.066325925,76399.71384,4.883091732,1.3443,0.128496199,Fin Whale,2,,,,,
bp,663,21.65,1.335457901,11.65,1.066325925,75557.71392,4.878278809,1.34548,0.128877247,Fin Whale,2,,,,,
bp,664,21,1.322219295,11.65,1.066325925,70198.35342,4.846326925,1.35294,0.131278537,Fin Whale,2,,,,,
bp,665,20.35,1.308564414,11.65,1.066325925,65035.96716,4.813153603,1.36,0.133538908,Fin Whale,2,,,,,
