ID,species,lunge_depth
bw170814-51,bw,10.366394876032004
bw170814-51,bw,10.983295158302022
bw170814-51,bw,9.390269681835862
bw170814-51,bw,16.243268990726946
bw170814-51,bw,9.497476614955852
bw170814-51,bw,11.011198145848837
bw170814-51,bw,9.330898966993885
bw170814-51,bw,11.202866649637517
bw170814-51,bw,11.151239496825685
bw170814-51,bw,8.922633522432713
bw170814-51,bw,8.614409033434471
bw170814-51,bw,11.65164252198083
bw170814-51,bw,12.82177652406721
bw170814-51,bw,7.462064233944192
bw170814-51,bw,9.411227313587661
bw170814-51,bw,6.8969503208897764
bw170814-51,bw,4.783851730573681
bw170814-51,bw,10.2028788574521
bw170814-51,bw,9.496425076164744
bw170814-51,bw,8.876312896390944
bw170814-51,bw,9.796672793381733
bw170814-51,bw,9.93985699696511
bw170814-51,bw,7.540385465670162
bw170814-51,bw,7.448723338412595
bw170814-51,bw,8.024871347395566
bw170815-21,bw,119.85657100524143
bw170815-21,bw,114.71099147997018
bw170815-21,bw,130.6676171516989
bw170815-21,bw,139.4648278879853
bw170815-21,bw,135.35006429906272
bw170815-21,bw,142.77779380410513
bw170815-21,bw,144.80877697709477
bw170815-21,bw,152.67194361091853
bw170815-21,bw,153.5536476010504
bw170815-21,bw,126.20005816589999
bw170815-21,bw,111.16725181018663
bw170815-21,bw,112.11628444295177
bw170815-21,bw,119.07883255872594
bw170815-21,bw,97.56917606050864
bw170815-21,bw,128.28874529421617
bw170815-21,bw,121.62881946353913
bw170815-21,bw,120.05974005677125
bw170815-21,bw,119.674077158657
bw170815-21,bw,114.05459428048198
bw170815-21,bw,94.36313067083677
bw170815-21,bw,100.86118308153726
bw170815-21,bw,115.84172264807651
bw170815-21,bw,112.95985421230687
bw170815-21,bw,109.8867765669585
bw170815-21,bw,112.00337902898175
bw170815-21,bw,120.38464703966227
bw170815-21,bw,88.36857858356277
bw170815-21,bw,120.87908028843403
bw170815-21,bw,115.25134108394094
bw170815-21,bw,128.20574996830823
bw170815-21,bw,133.19029249653198
bw170815-21,bw,141.69467376726317
bw170815-21,bw,142.61067743115368
bw170815-21,bw,139.29750241848717
bw170815-21,bw,135.1134344959686
bw170815-21,bw,137.16446965911564
bw170815-21,bw,134.23036347395615
bw170815-21,bw,136.48859034351597
bw170815-21,bw,139.39960104104622
bw170815-21,bw,179.94244305081446
bw170815-21,bw,174.02334493885948
bw170815-21,bw,129.43177994287424
bw170815-21,bw,132.54540301232646
bw170815-21,bw,132.39675472718545
bw170815-21,bw,132.51933963314255
bw170815-21,bw,124.13414400358904
bw170815-21,bw,119.16812624281609
bw170815-21,bw,118.28452412048492
bw170815-21,bw,122.47854357045924
bw170815-21,bw,129.88173347936242
bw170815-21,bw,132.9475020141463
bw170815-21,bw,126.72981343939131
bw170815-21,bw,125.05515098991299
bw170815-21,bw,121.79768627067159
bw170815-28,bw,137.1454158444671
bw170815-28,bw,112.92651125446918
bw170815-28,bw,113.38551183856153
bw170815-28,bw,119.55622451720912
bw170815-28,bw,100.43304170838978
bw170815-28,bw,120.36836439952292
bw170815-28,bw,116.6119259543173
bw170815-28,bw,125.52629132707602
bw170815-28,bw,89.3560080902081
bw170815-28,bw,128.0042741787945
bw170815-28,bw,118.29130314126228
bw170815-28,bw,115.61213561018201
bw170815-28,bw,133.5857287667251
bw170815-28,bw,139.55882431464866
bw170815-28,bw,143.857849069934
bw170815-28,bw,142.00152914324806
bw170815-28,bw,139.1074518635357
bw170815-28,bw,151.04887581887525
bw170815-28,bw,157.5584327885038
bw170815-28,bw,150.60537893971633
bw170815-28,bw,123.71467938183977
bw170815-28,bw,121.35502813260769
bw170815-28,bw,117.6833106890639
bw170815-28,bw,118.61825224020109
bw170815-28,bw,121.23296883409813
bw170815-28,bw,94.01233078338711
bw170815-28,bw,125.37496730550487
bw170815-28,bw,124.8188506391501
bw170815-28,bw,122.84406557358436
bw170815-28,bw,115.63306653031559
bw170815-28,bw,117.04424340244664
bw170815-28,bw,117.39102169978771
bw170815-28,bw,87.82789482521777
bw170815-28,bw,100.22948534082894
bw170815-28,bw,111.78217498931646
bw170815-28,bw,119.18116634250391
bw170815-28,bw,115.50992374077724
bw170815-28,bw,106.47659857206514
bw170815-28,bw,118.25014618443423
bw170815-28,bw,114.52929912743937
bw170815-28,bw,119.35896954875858
bw170815-28,bw,90.65922376444935
bw170815-28,bw,126.09180604761103
bw170815-28,bw,121.14167377640015
bw170815-28,bw,134.6729630402058
bw170815-28,bw,136.92995026038605
bw170815-28,bw,149.42343068746226
bw170815-28,bw,147.5420015582725
bw170815-28,bw,139.35801566580997
bw170815-28,bw,145.93238982618192
bw170815-28,bw,138.7074570297657
bw170815-28,bw,144.22365655554086
bw170815-28,bw,143.38781310832312
bw170815-28,bw,138.0068953954603
bw170815-28,bw,145.88802099865345
bw170815-28,bw,129.4534532313937
bw170815-28,bw,113.48630965270925
bw170815-28,bw,177.14118379520983
bw170815-28,bw,168.2945828223018
bw170815-28,bw,128.94040683750876
bw170815-28,bw,137.8805243374033
bw170815-28,bw,138.15284214492138
bw170815-28,bw,138.1630922253378
bw170815-28,bw,121.25638308200507
bw170815-28,bw,113.43136667647833
bw170815-28,bw,127.30036914068872
bw170815-28,bw,133.44039433991017
bw170815-28,bw,136.0113435345061
bw170815-28,bw,131.50393621982414
bw170815-28,bw,132.78694876613986
bw170815-28,bw,130.3089749836981
bw170815-28,bw,128.43908138937073
bw170815-28,bw,128.1956772318019
bw170815-28,bw,113.84831079537254
bw170815-28,bw,118.64436743926858
bw170815-28,bw,118.28791152311803
bw170815-28,bw,114.28613928009825
bw170815-28,bw,113.73400275807542
bw170815-28,bw,108.98275566457379
bw170815-28,bw,102.33995797448424
bw170815-28,bw,100.63561118530838
bw170815-28,bw,110.7243354151943
bw170815-28,bw,107.26647355869899
bw170815-28,bw,106.70225950195118
bw170815-28,bw,104.1754583260313
bw170815-28,bw,106.35037150444758
bw170815-28,bw,101.18320816325372
bw170815-28,bw,87.92464483331715
bw170815-28,bw,90.46043609230017
bw170815-28,bw,103.80258433455262
bw170815-28,bw,98.49084399219902
bw170815-28,bw,99.31187901662305
bw170815-28,bw,102.03945340383663
bw170815-28,bw,97.6801689586768
bw170815-28,bw,97.52300796449265
bw170815-28,bw,103.04999394166339
bw170815-28,bw,94.41719940717091
bw170815-28,bw,97.48710758879677
bw170815-28,bw,85.7085336475239
bw170815-28,bw,102.19851604910039
bw170815-28,bw,102.0711999372182
bw170815-28,bw,91.5736345735434
bw170815-28,bw,88.8062252436105
bw170815-28,bw,93.4988098845442
bw170815-28,bw,93.37306403496572
bw170815-28,bw,96.69579643031561
bw170815-28,bw,90.458748198163
bw170815-28,bw,97.3065220111633
bw170815-28,bw,97.07213433354374
bw170815-28,bw,87.90155159362409
bw170815-28,bw,94.78864468658278
bw170815-28,bw,93.13462980419635
bw170815-28,bw,89.33577492719952
bw170815-28,bw,87.40894468273147
bw170815-28,bw,93.73767998948169
bw170815-28,bw,97.477571006512
bw170815-28,bw,94.86062711866742
bw170815-28,bw,91.00232848099742
bw170815-28,bw,83.41179424846918
bw170815-28,bw,90.8735578305437
bw170815-28,bw,85.41795956775651
bw170815-28,bw,82.7724786729368
bw170815-28,bw,82.08656979887967
bw170815-28,bw,21.027049497525937
bw170815-28,bw,14.401523354204038
bw170815-28,bw,84.13662058901566
bw170815-28,bw,94.5176495494703
bw170815-28,bw,98.30483818891011
bw170815-28,bw,94.53672070210905
bw170815-28,bw,82.79674967474962
bw170815-28,bw,88.75500390112444
bw170815-28,bw,37.442663901231306
bw170815-28,bw,78.71280505464317
bw170815-28,bw,88.7024197946875
bw170815-28,bw,82.77704095427346
bw170815-28,bw,86.38140851411261
bw170815-28,bw,88.20654663515664
bw170815-28,bw,86.74400797784163
bw170815-28,bw,56.28582482852612
bw170815-28,bw,41.177873468284886
bw170815-28,bw,60.64557555317679
bw170815-28,bw,79.22289610524521
bw170815-28,bw,75.35328862231313
bw170815-28,bw,79.07272360210895
bw170815-28,bw,85.43884991581753
bw170815-28,bw,91.9258267656022
bw170815-28,bw,92.83039720921852
bw170815-28,bw,93.78869087767215
bw170815-28,bw,89.07034993635607
bw170815-28,bw,93.7223625434543
bw170815-28,bw,93.50818701243958
bw170815-28,bw,93.14440332293306
bw170815-28,bw,84.00965354327762
bw170815-28,bw,100.96094785664768
bw170815-28,bw,95.97715025018415
bw170815-28,bw,95.89529956905764
bw170815-28,bw,99.0696476457463
bw170815-28,bw,82.74230384617059
bw170815-28,bw,99.5169755987974
bw170815-28,bw,98.71519256292272
bw170815-28,bw,93.42679211937272
bw170815-28,bw,89.63477667232615
bw170815-28,bw,100.17869987052131
bw170815-28,bw,85.76735059009182
bw170815-28,bw,98.93797682584464
bw170815-28,bw,100.18813140966516
bw170815-28,bw,92.37924634208835
bw170815-28,bw,96.25628981289199
bw170815-28,bw,98.0253487839886
bw170815-28,bw,97.24561600878852
bw170815-28,bw,93.9556049042756
bw170815-28,bw,92.80873612508661
bw170815-28,bw,100.35142119239497
bw170815-28,bw,96.78710452269064
bw170815-28,bw,96.73945978490177
bw170815-28,bw,100.36974388507903
bw170815-28,bw,97.99203491559453
bw170815-28,bw,93.624248251606
bw170815-28,bw,96.73632000905975
bw170815-28,bw,99.10206391427178
bw170815-28,bw,90.18888068492072
bw170815-28,bw,99.6245322158982
bw170815-28,bw,79.43955571422137
bw170815-28,bw,97.91005513224191
bw170815-28,bw,99.92840345043554
bw170815-28,bw,71.92023163136953
bw170815-28,bw,26.92066605727759
bw170815-28,bw,30.698875807947132
bw170815-28,bw,26.041530952175385
bw170815-28,bw,7.8886370630505285
bw170815-28,bw,28.813770406250043
bw170815-28,bw,20.914073441208533
bw170815-28,bw,19.049611091173713
bw170815-28,bw,5.773536033085072
bw170815-28,bw,26.802959442168632
bw170815-28,bw,6.649851877058393
bw170815-28,bw,26.723963834293333
bw170815-28,bw,25.6178062126756
bw170815-28,bw,29.015523733184512
bw170815-28,bw,18.075967905236578
bw170815-28,bw,22.702413489387578
bw170815-28,bw,14.845552411648779
bw170815-28,bw,28.06114158543666
bw170815-28,bw,23.708602243538138
bw170815-28,bw,10.15773123253703
bw170815-28,bw,33.83617229848284
bw170815-28,bw,30.347437822652594
bw170815-28,bw,13.175424108602407
bw170815-28,bw,19.17255383180822
bw170815-28,bw,10.698658858478804
bw170815-28,bw,15.811168473548184
bw170815-28,bw,12.422954298134808
bw170815-28,bw,16.502931152007974
bw170815-28,bw,5.367472187781671
bw170815-28,bw,9.253389264486835
bw170815-28,bw,8.281210854634242
bw170815-28,bw,9.015152079973445
bw170815-28,bw,9.366781660428156
bw170815-28,bw,8.307043791197597
bw170815-28,bw,10.941355068037472
bw170815-28,bw,7.32519828444466
bw170815-28,bw,6.003745347357326
bw170815-28,bw,9.508796362043789
bw170815-28,bw,7.997213612887586
bw170815-28,bw,7.857740394590679
bw170815-28,bw,6.565319354311833
bw170815-28,bw,0.6421239332519554
bw170815-28,bw,7.697450130686293
bw170815-28,bw,5.340535661543263
bw170815-28,bw,6.551553188038709
bw170815-28,bw,8.269762029151476
bw170815-28,bw,6.010846024411937
bw170815-28,bw,9.145864406378166
bw170815-28,bw,10.36715726693178
bw170815-28,bw,12.622309027706555
bw170815-28,bw,4.370840538767469
bw170815-28,bw,3.8891217345073823
bw170815-28,bw,17.374637282405555
bw170815-28,bw,16.176152369090428
bw170815-28,bw,5.518313294674309
bw170815-28,bw,5.921345499063671
bw170815-28,bw,12.067975289175365
bw170815-28,bw,5.723679786126222
bw170815-28,bw,12.413614659612914
bw170815-28,bw,4.5806790943937985
bw170815-28,bw,6.066284898030016
bw170815-28,bw,12.581856368124035
bw170815-28,bw,6.1798715282437
bw170815-28,bw,12.695950284101068
bw170815-28,bw,5.8664108669938635
bw170815-28,bw,5.504731555659507
bw170815-28,bw,12.040363676128976
bw170815-28,bw,16.49871483643492
bw170815-28,bw,6.109320482139601
bw170815-28,bw,6.081292271720237
bw170815-28,bw,4.965970184609021
bw170815-28,bw,8.645386633496726
bw170815-28,bw,4.778156906006471
bw170815-28,bw,5.9893264352218925
bw170815-28,bw,9.708437388489529
bw170815-28,bw,5.504514215564339
bw170815-28,bw,12.7541938709796
bw170815-28,bw,4.795319752740755
bw170815-28,bw,5.975936865437782
bw170815-28,bw,14.512733232117245
bw170815-28,bw,3.505136531455301
bw170815-28,bw,3.936718379363791
bw170815-28,bw,10.787104991750613
bw170815-28,bw,4.163557203561714
bw170815-28,bw,5.776627860532436
bw170815-28,bw,9.241102920891235
bw170815-28,bw,5.322919272780763
bw170815-28,bw,12.499421449230798
bw170815-28,bw,7.844537805274948
bw170815-28,bw,5.232780226601462
bw170815-28,bw,10.845581170022797
bw170815-28,bw,12.771979049980763
bw170815-28,bw,6.488355505394344
bw170815-28,bw,9.87366237384248
bw170815-28,bw,4.612068553039145
bw170815-28,bw,8.271308807549898
bw170815-28,bw,4.290974189211736
bw170815-28,bw,4.161299520439521
bw170815-28,bw,14.963516274386624
bw170815-28,bw,7.221815158007108
bw170815-28,bw,5.249490624077768
bw170815-28,bw,11.061677684252476
bw170815-28,bw,13.463036109138777
bw170815-28,bw,15.72079452896627
bw170815-28,bw,10.67057598752301
bw170815-28,bw,6.484576304781395
bw170815-28,bw,10.925228788512065
bw170815-28,bw,13.151432065145086
bw170815-28,bw,11.941669527522386
bw170815-28,bw,7.486413253943573
bw170815-28,bw,14.42698439816117
bw170815-28,bw,17.655254918694045
bw170815-28,bw,9.83875193077422
bw170815-28,bw,6.478965425560613
bw170815-28,bw,9.640963710954475
bw170815-28,bw,3.6160140137221877
bw170815-28,bw,13.026055521876556
bw170815-28,bw,10.167882942144459
bw170815-28,bw,8.75984484743926
bw170815-28,bw,12.442555454981424
bw170815-28,bw,11.116327857958415
bw170815-28,bw,8.961616055897062
bw170815-28,bw,8.33047396558055
bw170815-28,bw,9.22513689568724
bw170815-28,bw,4.223298718827861
bw170815-28,bw,9.70499699944165
bw170815-28,bw,10.904232267545144
bw170815-28,bw,10.68397196577523
bw170815-28,bw,4.627075711906061
bw170815-28,bw,10.078115101146814
bw170815-28,bw,11.94329996113389
bw170815-28,bw,9.050356058625551
bw170815-28,bw,12.403655947339235
bw170815-28,bw,10.933460588904238
bw170815-28,bw,13.194377479687192
bw170815-28,bw,10.146476290226603
bw170815-28,bw,5.943237538741449
bw170815-28,bw,14.60455561894169
bw170815-28,bw,18.87673255961419
bw170815-28,bw,5.96162883584784
bw170815-28,bw,10.876306842502585
bw170815-28,bw,10.572166078606822
bw170815-28,bw,6.538987909713581
bw170815-28,bw,94.45301816377848
bw170815-28,bw,95.5743476387901
bw170815-28,bw,101.25049220596046
bw170815-28,bw,117.70485847220064
bw170815-28,bw,116.05741843326277
bw170815-28,bw,115.33584104472669
bw170815-28,bw,111.84417082288604
bw170815-28,bw,102.99540543450092
bw170815-28,bw,149.6635234292829
bw170815-28,bw,150.4334087515319
bw170815-28,bw,151.57022276496957
bw170815-28,bw,152.12186874770157
bw170815-28,bw,123.31310515836869
bw170815-28,bw,104.12381789574272
bw170815-28,bw,129.18463290243582
bw170815-28,bw,113.38252568534384
bw170815-28,bw,105.31555246774498
bw170815-28,bw,87.88793707331796
bw170815-28,bw,87.9570534858958
bw170815-28,bw,92.48562893243457
bw170815-28,bw,83.63357641752287
bw170815-28,bw,130.40840671571362
bw170815-28,bw,101.23445212141407
bw170815-28,bw,92.48909139364497
bw170815-28,bw,98.48630931324968
bw170815-28,bw,75.8185349654487
bw170815-28,bw,94.56556038622307
bw170815-28,bw,88.53386516600324
bw170815-28,bw,65.2625074136793
bw170815-28,bw,71.45353544348679
bw170815-28,bw,134.52703367493106
bw170815-28,bw,44.033621183064376
bw170815-28,bw,105.97168238580934
bw170815-28,bw,85.87642470892186
bw170815-28,bw,87.48534072977382
bw170815-28,bw,50.429431778494624
bw170815-28,bw,93.7284329871418
bw170815-28,bw,96.538955006600645
bw170815-28,bw,100.8251224300783
bw170815-28,bw,91.73347546023761
bw170815-28,bw,92.2336989232463
bw170815-42,bw,146.68696846534
bw170815-42,bw,158.76433253110503
bw170815-42,bw,171.04406003619403
bw170815-42,bw,158.26850785093114
bw170815-42,bw,152.06292794562967
bw170815-42,bw,121.23926255221602
bw170815-42,bw,137.8208735865176
bw170815-42,bw,145.8614994902294
bw170815-42,bw,135.08019874903567
bw170815-42,bw,143.49782017882507
bw170815-42,bw,121.76801134692721
bw170815-42,bw,131.57483408367938
bw170815-42,bw,117.94461573042109
bw170815-42,bw,128.1709701748187
bw170815-42,bw,134.365603719326
bw170815-42,bw,109.85905018181543
bw170815-42,bw,124.95786296282614
bw170815-42,bw,127.09690700213444
bw170815-42,bw,112.35668053801507
bw170815-42,bw,116.16491176621682
bw170815-42,bw,111.14094302775598
bw170815-42,bw,132.2035327699073
bw170815-42,bw,143.5848037059295
bw170815-42,bw,218.6931417914017
bw170815-42,bw,153.65233418721036
bw170815-42,bw,95.04917170650579
bw170815-42,bw,113.70881139244109
bw170815-42,bw,141.82610147421497
bw170815-42,bw,133.70367600906752
bw170815-42,bw,234.94766195450555
bw170815-42,bw,223.76297069770388
bw170815-42,bw,271.9916684229372
bw170815-43,bw,115.22364972725178
bw170815-43,bw,123.048828351968
bw170815-43,bw,104.60996604252331
bw170815-43,bw,107.57366667808354
bw170815-43,bw,127.39419089698357
bw170815-43,bw,121.88666150551778
bw170815-43,bw,104.2590853736435
bw170815-43,bw,98.97181354294854
bw170815-43,bw,86.0767515729268
bw170815-43,bw,91.00854499097834
bw170815-43,bw,110.74527803328965
bw170815-43,bw,93.06410043774557
bw170815-43,bw,103.63764949331897
bw170815-43,bw,98.57855009705501
bw170815-43,bw,107.63389040227594
bw170815-43,bw,117.0655435230866
bw170815-43,bw,108.70895347948759
bw170815-43,bw,109.9548127712737
bw170815-43,bw,105.11373421559553
bw170815-43,bw,118.89984462206668
bw170815-43,bw,121.12001946596033
bw170815-43,bw,117.30526547265936
bw170815-43,bw,113.32014583576422
bw170815-43,bw,116.2819188095799
bw170815-43,bw,109.35649599268939
bw170815-43,bw,106.68395365243082
bw170815-43,bw,122.5644680626606
bw170815-43,bw,123.67634698705213
bw170815-43,bw,122.29874814693397
bw170815-43,bw,106.36392145573407
bw170815-43,bw,113.32410348896401
bw170815-43,bw,129.4183249746838
bw170815-43,bw,120.44978504770057
bw170815-43,bw,112.70671007780453
bw170815-43,bw,117.33002299611985
bw170815-43,bw,115.35529722242488
bw170815-43,bw,110.49049424140463
bw170815-43,bw,126.17916285864055
bw170815-43,bw,122.4776869701131
bw170815-43,bw,111.64641032381269
bw170815-43,bw,109.04969782774423
bw170815-43,bw,114.66985597692934
bw170815-43,bw,108.1293459830951
bw170815-43,bw,131.8105053729017
bw170815-43,bw,111.11077396442825
bw170815-43,bw,86.04679369981264
bw170815-43,bw,88.867108734637
bw170815-43,bw,96.124881623509
bw170815-43,bw,69.08636546156582
bw170815-43,bw,84.53891515046492
bw170815-43,bw,97.25334896869745
bw170815-43,bw,99.52038087453383
bw170815-43,bw,117.40513670554796
bw170815-43,bw,126.93687191132057
bw170815-43,bw,102.43977489411944
bw170815-43,bw,92.05574366432265
bw170815-43,bw,94.59659515256469
bw170815-43,bw,96.60021725118958
bw170815-43,bw,88.34135681951467
bw170815-43,bw,89.23819968777156
bw170815-43,bw,39.09976552450343
bw170815-43,bw,22.696444028734213
bw170815-43,bw,33.784150017271166
bw170815-43,bw,93.2592317546419
bw170815-43,bw,93.16903984496591
bw170815-43,bw,86.7119370819672
bw170815-43,bw,106.51670870946772
bw170815-43,bw,105.27291326865868
bw170815-43,bw,104.29755904518622
bw170815-43,bw,88.78392632928076
bw170815-43,bw,96.53774142244245
bw170815-43,bw,88.90352868369109
bw170815-43,bw,95.2581079253719
bw170815-43,bw,95.07025326251825
bw170815-43,bw,96.7057099266621
bw170815-43,bw,95.94194218375387
bw170815-43,bw,98.62395200533233
bw170815-43,bw,104.99792587196102
bw170815-43,bw,84.34332647863941
bw170815-43,bw,86.6056189544254
bw170815-43,bw,90.62676166289575
bw170815-43,bw,88.3490363637516
bw170815-43,bw,93.951839696885
bw170815-43,bw,93.61021170330795
bw170815-43,bw,90.10229489641293
bw170815-43,bw,97.23585427006567
bw170815-43,bw,100.53954273635463
bw170815-43,bw,95.05676275827129
bw170815-43,bw,100.3963778303839
bw170815-43,bw,102.02713553546076
bw170815-43,bw,96.65959348793834
bw170815-43,bw,97.89675467910693
bw170815-43,bw,102.70973999627951
bw170815-43,bw,95.31613268053769
bw170815-43,bw,99.09944136188183
bw170815-43,bw,99.87327180942879
bw170815-43,bw,103.07212676891999
bw170815-43,bw,97.08055482968653
bw170815-43,bw,98.0377460196182
bw170815-43,bw,94.66503460289265
bw170815-43,bw,94.42114027641912
bw170815-43,bw,98.01455817366737
bw170815-43,bw,102.93751350078647
bw170815-43,bw,104.35911988091
bw170815-43,bw,100.55599396237942
bw170815-43,bw,103.88119344958488
bw170815-43,bw,99.93690668671084
bw170815-43,bw,77.11314133662236
bw170815-43,bw,87.05440674401603
bw170815-43,bw,92.38661299011697
bw170815-43,bw,94.53010914200686
bw170815-43,bw,99.05818937202324
bw170815-43,bw,96.4117197110534
bw170815-43,bw,90.33446471023173
bw170815-43,bw,94.03385506909035
bw170815-43,bw,95.5726356167993
bw170815-43,bw,99.14636659464101
bw170815-43,bw,93.597627667444
bw170815-43,bw,93.06257179194002
bw170815-43,bw,99.33686778502054
bw170815-43,bw,101.8729885828502
bw170815-43,bw,98.69083590723933
bw170815-43,bw,104.6627272886448
bw170815-43,bw,104.01963807945036
bw170815-43,bw,98.00148858931624
bw170815-43,bw,102.37952717267474
bw170815-43,bw,101.21225635870336
bw170815-43,bw,97.10594126929982
bw170815-43,bw,101.32859536814641
bw170815-43,bw,105.82250142848524
bw170815-43,bw,105.07259961138583
bw170815-43,bw,99.01766709165707
bw170815-43,bw,98.82699582533331
bw170815-43,bw,99.25114946112326
bw170815-43,bw,97.3836089135906
bw170815-43,bw,101.95577672834833
bw170815-43,bw,103.19960934651299
bw170815-43,bw,101.34266467107878
bw170815-43,bw,99.70000924814406
bw170815-43,bw,98.1675249777085
bw170815-43,bw,102.49914356815395
bw170815-43,bw,104.37921859371812
bw170815-43,bw,106.44124905262203
bw170815-43,bw,95.96003892094713
bw170815-43,bw,98.91139930349316
bw170815-43,bw,94.48071332259408
bw170815-43,bw,99.13565442916405
bw170815-43,bw,93.77391746161464
bw170815-43,bw,98.7448165442943
bw170815-43,bw,103.81544844909855
bw170815-43,bw,102.92018929678451
bw170815-43,bw,95.97255048797255
bw170815-43,bw,100.81197471533206
bw170815-43,bw,103.3900250820801
bw170815-43,bw,100.6817457733366
bw170815-43,bw,93.5173037621762
bw170815-43,bw,98.45750337656109
bw170815-43,bw,98.11707353484579
bw170815-43,bw,92.53569069910604
bw170815-43,bw,96.31902012716353
bw170815-43,bw,100.89923946805447
bw170815-43,bw,91.74507274903513
bw170815-43,bw,95.65519911739472
bw170815-43,bw,100.51328540447308
bw170815-43,bw,85.85506313982451
bw170815-43,bw,79.27134058333256
bw170815-43,bw,65.8958657628278
bw170815-43,bw,74.53920091336076
bw170815-43,bw,45.89457908302009
bw170815-43,bw,25.190107669257586
bw170815-43,bw,5.996611464402998
bw170815-43,bw,1.635128125048607
bw170815-43,bw,1.5076717181882333
bw170815-43,bw,0.23175953809110572
bw170815-43,bw,6.702514136663547
bw170815-43,bw,1.0130497131214304
bw170815-43,bw,0
bw170815-43,bw,7.857886814848065
bw170815-43,bw,2.8419027721480066
bw170815-43,bw,5.40010449861259
bw170815-43,bw,0.7286481366320889
bw170815-43,bw,0.38696039395046267
bw170815-43,bw,0.539807515839254
bw170815-43,bw,5.072079464550308
bw170815-43,bw,0.4473037316384446
bw170815-43,bw,0.29342107429945263
bw170815-43,bw,3.5736592376806535
bw170815-43,bw,0.7952080156691553
bw170815-43,bw,4.665643190351626
bw170815-43,bw,1.6733764201762396
bw170815-43,bw,0.19872795337363236
bw170815-43,bw,6.899440827948371
bw170815-43,bw,0.6088181910075179
bw170815-43,bw,0.7603884505362526
bw170815-43,bw,0.4580207538997566
bw170815-43,bw,0
bw170815-43,bw,7.495688377164958
bw170815-43,bw,0.1710498083368222
bw170815-43,bw,6.704647547102244
bw170815-43,bw,1.239377457153378
bw170815-43,bw,9.48704743700489
bw170815-43,bw,0
bw170815-43,bw,0.4686438474927105
bw170815-43,bw,6.560471213400277
bw170815-43,bw,0.384776850558876
bw170815-43,bw,6.122785767330313
bw170815-43,bw,0.05121190568698908
bw170815-43,bw,0.39261782611573703
bw170815-43,bw,1.0109426068179803
bw170815-43,bw,0.6149523982034164
bw170815-43,bw,0
bw170815-43,bw,0.060615255564217485
bw170815-43,bw,0.715430279786474
bw170815-43,bw,0
bw170816-23,bw,105.8792553087967
bw170816-23,bw,104.64220757849924
bw170816-23,bw,109.61889052135729
bw170816-23,bw,106.06880377544056
bw170816-23,bw,112.87233717807533
bw170816-23,bw,122.25745406921905
bw170816-23,bw,116.61966293329645
bw170816-23,bw,119.84990882754
bw170816-23,bw,107.66686132995127
bw170816-23,bw,88.63076765296168
bw170816-23,bw,109.58076728414325
bw170816-23,bw,108.86646281130382
bw170816-23,bw,98.34482941657045
bw170816-23,bw,115.79988457940101
bw170816-23,bw,114.71534040078636
bw170816-23,bw,116.7260453397649
bw170816-23,bw,116.31223496012933
bw170816-23,bw,117.65830738296243
bw170816-23,bw,119.7221201810853
bw170816-23,bw,117.21614108325242
bw170816-23,bw,109.83933448589164
bw170816-27,bw,133.41132555842756
bw170816-27,bw,128.32104217133923
bw170816-27,bw,132.71220964811226
bw170816-27,bw,126.02471330903546
bw170816-27,bw,132.6823426309732
bw170816-27,bw,134.61536567584514
bw170816-27,bw,138.86833330965487
bw170816-27,bw,143.15902864680316
bw170816-27,bw,136.49159428422513
bw170816-27,bw,138.51729051972364
bw170816-27,bw,113.05629522051132
bw170816-27,bw,125.27526427602791
bw170816-27,bw,147.05501336680553
bw170816-27,bw,130.2894611782921
bw170816-27,bw,129.61606600140564
bw170816-27,bw,134.108607427419
bw170816-27,bw,141.108979071944
bw170816-27,bw,149.01219713255688
bw170816-27,bw,130.29494809375973
bw170816-27,bw,127.16774948490865
bw170816-27,bw,129.73894300897268
bw170816-27,bw,120.10423194843224
bw170816-27,bw,122.96084245142484
bw170816-27,bw,118.08981021787113
bw170816-27,bw,122.72577548484423
bw170816-27,bw,116.25307615438989
bw170816-27,bw,112.3482897302706
bw170816-27,bw,126.33992077208389
bw170816-27,bw,125.01386131602372
bw170816-27,bw,126.23172807176994
bw170816-27,bw,125.10665595389615
bw170816-27,bw,119.75620237424067
bw170816-27,bw,118.61901391290456
bw170816-27,bw,117.36019916628304
bw170816-27,bw,113.19088475577047
bw170816-27,bw,114.82377896267391
bw170816-27,bw,114.57136275941453
bw170816-27,bw,116.22569439796256
bw170816-27,bw,113.48954292089446
bw170816-27,bw,115.7885005752922
bw170816-27,bw,114.24288099665871
bw170816-27,bw,115.8250790096412
bw170816-27,bw,115.19989734860381
bw170816-27,bw,107.47483629512072
bw170816-27,bw,112.65728966150861
bw170816-27,bw,114.87972074401019
bw170816-27,bw,118.346168821298
bw170816-27,bw,116.210070398992
bw170816-27,bw,114.67994369000385
bw170816-27,bw,110.05413201310088
bw170816-27,bw,111.41112866533584
bw170816-27,bw,109.31015596599381
bw170816-27,bw,113.40515309032573
bw170816-27,bw,114.62902417363642
bw170816-27,bw,108.02016889623722
bw170816-27,bw,105.94882948936487
bw170816-27,bw,109.37080193924706
bw170816-27,bw,108.83505429349223
bw170816-27,bw,109.25242937570745
bw170816-27,bw,111.81188887599255
bw170816-27,bw,106.82230099845096
bw170816-27,bw,113.26457975488006
bw170816-27,bw,115.08848218927093
