Family,Genus,Species,TL (m),M (kg),Prey W (g),Percent,Energy (kJ/g),Energy (kJ),E_divesurf_med,E_divesurf_max,MR exponent
Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,,2.41,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,,2.82,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,,4.6,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,,6.37,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,,8.14,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,,9.91,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,,20.54,0.45
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,1.89,0.45
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,2.16,0.45
Balaenidae,Balaena,mysticetus,11.7,22600,,40,,,,2.42,0.45
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,2.69,0.45
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,2.95,0.45
Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,,1.46,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,,2.2,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,,3.58,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,,4.96,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,,6.34,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,,7.71,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,,15.99,0.61
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,1.51,0.61
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,1.73,0.61
Balaenidae,Balaena,mysticetus,11.7,22600,,40,,,,1.94,0.61
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,2.15,0.61
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,2.36,0.61
Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,,0.63,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,,1.68,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,,2.73,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,,3.79,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,,4.84,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,,5.89,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,,12.22,0.68
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,1.19,0.68
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,1.35,0.68
Balaenidae,Balaena,mysticetus,11.7,22600,,40,,,,1.52,0.68
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,1.68,0.68
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,1.85,0.68
Balaenidae,Eubalaena,glacialis,11.6,34100,,21.9,,,,0.53,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,32.8,,,,1.11,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,15.6,,,,1.81,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,9.4,,,,2.51,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,12.5,,,,3.21,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,4.7,,,,3.91,0.75
Balaenidae,Eubalaena,glacialis,11.6,34100,,3.1,,,,8.11,0.75
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,0.81,0.75
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,0.92,0.75
Balaenidae,Balaena,mysticetus,11.7,22600,,40,,,,1.03,0.75
Balaenidae,Balaena,mysticetus,11.7,22600,,25,,,,1.15,0.75
Balaenidae,Balaena,mysticetus,11.7,22600,,5,,,,1.26,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,6000,0.5,2.94,17640,2.53,2.65,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,12900,3.7,2.94,37926,5.44,5.71,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,27840,8.3,2.94,81849.6,11.74,12.31,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,60000,13.9,2.94,176400,25.31,26.54,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,129240,24.7,2.94,379965.6,54.51,57.16,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,278520,30.9,2.94,818848.8,117.47,123.18,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,600000,18,2.94,1764000,253.05,265.35,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,13400,1,2.94,39396,1.84,2.02,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,28810,3.3,2.94,84701.4,3.95,4.35,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,62176,8.2,2.94,182797.44,8.53,9.39,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,134000,17,2.94,393960,18.37,20.23,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,288636,28.8,2.94,848589.84,39.65,43.67,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,622028,29.9,2.94,1828762.32,85.46,94.11,0.75
Balaenopteridae,Balaenoptera,musculus,25.2,97000,1340000,11.8,2.94,3939600,184.1,202.73,0.75
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,268,1.4,4.58,1227,1.66,1.88,0.75
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,576,28.2,4.58,2639,3.56,4.05,0.75
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,1244,27.3,4.58,5695,7.69,8.73,0.75
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,2680,35.7,4.58,12274,16.57,18.82,0.75
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,5773,7.4,4.58,26439,35.7,40.55,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,915,36,1.67,1531.7,0.83,0.8,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,456,0.4,1.67,763.2,0.42,0.4,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,944,0.4,1.67,1579.9,0.86,0.83,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,661,31.1,1.67,1106.8,0.6,0.58,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,480,0.4,1.67,803.3,0.44,0.42,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,19,1.1,2.31,43.9,0.02,0.02,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,89,0.1,3.08,274.5,0.15,0.14,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,123,0.3,4.53,555.4,0.3,0.29,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,191,21.3,3.78,723.7,0.39,0.38,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,152,0.2,2.65,401.9,0.22,0.21,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,14516,0,2.65,38468,6.96,6.87,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,118,0.5,4.01,473.5,0.26,0.25,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,38,0.1,2.31,88.6,0.05,0.05,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,41,1.8,1.82,74.2,0.04,0.04,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,107,6.1,1.69,180.4,0.1,0.09,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,267,0.1,2.31,617,0.34,0.32,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,280,0.1,3.42,959.3,0.52,0.5,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,552,0,2.88,1588.8,0.86,0.83,0.75
Ziphiidae,Berardius,bairdii,10.5,11900,6800,0,2.88,19584,3.54,3.5,0.75
Delphinidae,Globicephala,melas,5,1200,50,10,4.01,200.5,0.76,0.41,0.75
Delphinidae,Globicephala,melas,5,1200,150,17.3,4.01,601.5,2.29,1.23,0.75
Delphinidae,Globicephala,melas,5,1200,250,12,4.01,1002.5,3.82,2.05,0.75
Delphinidae,Globicephala,melas,5,1200,350,7.3,4.01,1403.5,5.35,2.87,0.75
Delphinidae,Globicephala,melas,5,1200,450,13.3,4.01,1804.5,6.88,3.69,0.75
Delphinidae,Globicephala,melas,5,1200,550,13.3,4.01,2205.5,8.41,4.51,0.75
Delphinidae,Globicephala,melas,5,1200,650,10,4.01,2606.5,9.94,5.33,0.75
Delphinidae,Globicephala,melas,5,1200,750,4.7,4.01,3007.5,11.47,6.15,0.75
Delphinidae,Globicephala,melas,5,1200,850,4.7,4.01,3408.5,13,6.97,0.75
Delphinidae,Globicephala,melas,5,1200,950,4.7,4.01,3809.5,14.53,7.79,0.75
Delphinidae,Globicephala,melas,5,1200,1050,2,4.01,4210.5,13.46,7.8,0.75
Delphinidae,Globicephala,melas,5,1200,1150,0.7,4.01,4611.5,14.74,8.55,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,50,10,4.01,200.5,0.41,0.45,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,150,17.3,4.01,601.5,1.24,1.36,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,250,12,4.01,1002.5,2.07,2.27,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,350,7.3,4.01,1403.5,2.9,3.17,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,450,13.3,4.01,1804.5,3.73,4.08,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,550,13.3,4.01,2205.5,4.56,4.99,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,650,10,4.01,2606.5,5.39,5.89,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,750,4.7,4.01,3007.5,6.22,6.8,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,850,4.7,4.01,3408.5,7.05,7.71,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,950,4.7,4.01,3809.5,7.87,8.61,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,1050,2,4.01,4210.5,8.7,9.52,0.75
Delphinidae,Globicephala,macrorhynchus,4.3,980,1150,0.7,4.01,4611.5,9.53,10.43,0.75
Delphinidae,Grampus,griseus,3,350,164,9.1,2.31,379,5.86,3.86,0.75
Delphinidae,Grampus,griseus,3,350,24,3.6,2.65,63.7,0.98,0.65,0.75
Delphinidae,Grampus,griseus,3,350,104,78.2,2.65,276.8,4.28,2.82,0.75
Delphinidae,Grampus,griseus,3,350,160,7.3,4.01,639.9,9.89,6.52,0.75
Delphinidae,Grampus,griseus,3,350,35,1.8,2.65,92.2,1.43,0.94,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,1260,0,3.07,3869,0.92,1.18,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,2740,1.3,3.07,8412,2,2.57,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,5891,6.3,3.07,18085,4.3,5.52,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,12714,12.5,3.07,39031,9.27,11.92,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,27400,19,3.07,84118,19.98,25.68,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,59020,27.1,3.07,181190,43.04,55.32,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,127191,25.7,3.07,390476,92.75,119.23,0.75
Balaenopteridae,Megaptera,novaeangliae,12.7,28000,274000,8.2,3.07,841180,199.8,256.84,0.75
Ziphiidae,Mesoplodon,densirostris,4.1,860,122,42.9,1.69,206.6,0.45,0.37,0.75
Ziphiidae,Mesoplodon,densirostris,4.1,860,57,42.9,2.65,151.5,0.33,0.27,0.75
Ziphiidae,Mesoplodon,densirostris,4.1,860,248,14.3,3.08,763.4,1.68,1.37,0.75
Delphinidae,Orcinus,orca,6,3000,275,1.9,5.63,1548,0.52,0.65,0.75
Delphinidae,Orcinus,orca,6,3000,284,0.5,4.58,1303,0.42,0.52,0.75
Delphinidae,Orcinus,orca,6,3000,426,2,4.57,1945,0.63,0.78,0.75
Delphinidae,Orcinus,orca,6,3000,567,12.5,4.57,2588,0.84,1.04,0.75
Delphinidae,Orcinus,orca,6,3000,708,20,4.56,3230,1.04,1.3,0.75
Delphinidae,Orcinus,orca,6,3000,775,4.7,5.74,4445,1.44,1.79,0.75
Delphinidae,Orcinus,orca,6,3000,849,12.5,4.56,3872,1.25,1.56,0.75
Delphinidae,Orcinus,orca,6,3000,990,2,4.56,4515,1.46,1.81,0.75
Delphinidae,Orcinus,orca,6,3000,1132,0.5,4.56,5157,1.67,2.07,0.75
Delphinidae,Orcinus,orca,6,3000,2125,21.7,5.86,12445,4.03,5,0.75
Delphinidae,Orcinus,orca,6,3000,3325,18.9,5.98,19893,6.44,8,0.75
Delphinidae,Orcinus,orca,6,3000,3425,2.9,6.24,21385,6.92,8.6,0.75
Phocoenidae,Phocoaena,Phocaena,1.4,33,2,78,4.42,10.5,3.39,3.14,0.75
Phocoenidae,Phocoaena,Phocaena,1.4,33,5,13.8,4.79,22.7,6.97,6.47,0.75
Phocoenidae,Phocoaena,Phocaena,1.4,33,19,4.9,5.55,103.4,28.94,27.03,0.75
Phocoenidae,Phocoaena,Phocaena,1.4,33,73,2.4,6.3,462.3,118.65,111.44,0.75
Phocoenidae,Phocoaena,Phocaena,1.4,33,289,0.8,7.06,2037.3,482.27,455.09,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,24000,0.3,2.65,63600,1.69,4.02,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,8000,4.9,4.01,32080,7.01,9.01,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,2000,0.6,4.01,8020,1.75,2.25,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,1700,2.1,3.78,6426,1.4,1.8,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,1000,0.4,2.31,2310,0.5,0.65,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,1000,0,2.65,2650,0.58,0.74,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,1000,21,3.08,3080,0.67,0.86,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,1000,29.6,2.65,2650,0.58,0.74,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,800,9.4,2.31,1848,0.5,0.69,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,700,1.1,2.31,1617,0.44,0.6,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,600,21,4.53,2718,0.73,1.01,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,500,1.4,2.31,1155,0.31,0.43,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,500,0,3.77,1885,0.51,0.7,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,300,0.1,2.31,693,0.19,0.26,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,200,0.3,3.78,756,0.2,0.28,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,200,4.9,1.69,338,0.09,0.13,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,100,0.6,2.31,231,0.06,0.09,0.75
Physeteridae,Physter,macrocephalus,12.3,19300,800,2.1,2.65,2310,0.57,0.79,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,194,1,1.69,327.9,0.11,0.09,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,2284,0.8,3.78,8633.5,2.85,2.29,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,2210,0.5,4.01,8862.1,0.5,0.4,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,92,0.4,1.82,167.4,2.98,2.4,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,75,0.4,1.69,126.8,1.25,1,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,109,1.5,1.69,184.2,0.51,0.41,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,61,0.7,2.65,161.7,3.93,3.16,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,1262,0.5,4.01,5060.6,3.27,2.63,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,192,14.1,3.78,725.8,5.56,4.47,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,50,7.4,1.69,84.5,1.93,1.55,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,79,5,1.69,133.5,0.53,0.43,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,46,3.6,2.65,121.9,0.19,0.15,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,308,3.5,1.82,560.6,0.14,0.12,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,46,0,2.31,106.3,0.44,0.35,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,1183,0,2.31,2732.7,0.34,0.28,0.75
Ziphiidae,Ziphius,cavirostris,6.6,2900,154,16.8,3.08,474.3,0.25,0.21,0.75
Balaenopteridae,Balaenoptera,physalus,20.2,47047,6000,0.5,2.94,17640,3.97,4.11,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,12900,3.7,2.94,37926,8.53,8.83,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,27840,8.3,2.94,81849.6,18.42,19.06,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,60000,13.9,2.94,176400,39.69,41.09,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,129240,24.7,2.94,379965.6,85.5,88.5,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,278520,30.9,2.94,818848.8,184.26,190.72,0.68
Balaenopteridae,Balaenoptera,physalus,20.2,47047,600000,18,2.94,1764000,396.95,410.87,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,13400,1,2.94,39396,2.8,2.99,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,28810,3.3,2.94,84701.4,6.02,6.42,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,62176,8.2,2.94,182797.44,12.99,13.85,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,134000,17,2.94,393960,28,29.85,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,288636,28.8,2.94,848589.84,60.4,64.39,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,622028,29.9,2.94,1828762.32,130.17,138.77,0.68
Balaenopteridae,Balaenoptera,musculus,25.2,97000,1340000,11.8,2.94,3939600,280.42,298.94,0.68
Balaenopteridae,Balaenoptera,bonarensis,7.8,7000,268,1.4,4.58,1227,2.33,2.55,0.68
